Time,drops
51.567 sec,0
51.6 sec,0
51.633 sec,0
51.667 sec,0
51.7 sec,0
51.733 sec,0
51.767 sec,0
51.8 sec,0
51.833 sec,0
51.867 sec,0
51.9 sec,0
51.933 sec,0
51.967 sec,0
52 sec,0
52.033 sec,0
52.067 sec,0
52.1 sec,0
52.133 sec,0
52.167 sec,0
52.2 sec,0
52.233 sec,0
52.267 sec,0
52.3 sec,0
52.333 sec,0
52.367 sec,0
52.4 sec,0
52.433 sec,0
52.467 sec,0
52.5 sec,0
52.533 sec,0
52.567 sec,0
52.6 sec,0
52.633 sec,0
52.667 sec,0
52.7 sec,0
52.733 sec,0
52.767 sec,0
52.8 sec,0
52.833 sec,0
52.867 sec,0
52.9 sec,0
52.933 sec,0
52.967 sec,0
53 sec,0
53.033 sec,0
53.067 sec,0
53.1 sec,0
53.133 sec,0
53.167 sec,0
53.2 sec,0
53.233 sec,0
53.267 sec,0
53.3 sec,0
53.333 sec,0
53.367 sec,0
53.4 sec,0
53.433 sec,0
53.467 sec,0
53.5 sec,0
53.533 sec,0
53.567 sec,0
53.6 sec,0
53.633 sec,0
53.667 sec,0
53.7 sec,0
53.733 sec,0
53.767 sec,0
53.8 sec,0
53.833 sec,0
53.867 sec,0
53.9 sec,0
53.933 sec,0
53.967 sec,0
54 sec,0
54.033 sec,0
54.067 sec,0
54.1 sec,0
54.133 sec,0
54.167 sec,0
54.2 sec,0
54.233 sec,0
54.267 sec,0
54.3 sec,0
54.333 sec,0
54.367 sec,0
54.4 sec,0
54.433 sec,0
54.467 sec,0
54.5 sec,0
54.533 sec,0
54.567 sec,0
54.6 sec,0
54.633 sec,0
54.667 sec,0
54.7 sec,0
54.733 sec,0
54.767 sec,0
54.8 sec,0
54.833 sec,0
54.867 sec,0
54.9 sec,0
54.933 sec,0
54.967 sec,0
55 sec,0
55.033 sec,0
55.067 sec,0
55.1 sec,0
55.133 sec,0
55.167 sec,0
55.2 sec,0
55.233 sec,0
55.267 sec,0
55.3 sec,0
55.333 sec,0
55.367 sec,0
55.4 sec,0
55.433 sec,0
55.467 sec,0
55.5 sec,0
55.533 sec,0
55.567 sec,0
55.6 sec,0
55.633 sec,0
55.667 sec,0
55.7 sec,0
55.733 sec,0
55.767 sec,0
55.8 sec,0
55.833 sec,1
55.867 sec,0
55.9 sec,0
55.933 sec,0
55.967 sec,0
56 sec,0
56.033 sec,0
56.067 sec,0
56.1 sec,0
56.133 sec,0
56.167 sec,0
56.2 sec,0
56.233 sec,0
56.267 sec,0
56.3 sec,0
56.333 sec,0
56.367 sec,0
56.4 sec,0
56.433 sec,0
56.467 sec,0
56.5 sec,0
56.533 sec,0
56.567 sec,0
56.6 sec,0
56.633 sec,0
56.667 sec,0
56.7 sec,0
56.733 sec,0
56.767 sec,0
56.8 sec,0
56.833 sec,0
56.867 sec,0
56.9 sec,0
56.933 sec,0
56.967 sec,0
57 sec,0
57.033 sec,0
57.067 sec,0
57.1 sec,0
57.133 sec,0
57.167 sec,0
57.2 sec,0
57.233 sec,0
57.267 sec,0
57.3 sec,0
57.333 sec,0
57.367 sec,0
57.4 sec,0
57.433 sec,0
57.467 sec,0
57.5 sec,0
57.533 sec,0
57.567 sec,0
57.6 sec,0
57.633 sec,0
57.667 sec,0
57.7 sec,0
57.733 sec,0
57.767 sec,0
57.8 sec,0
57.833 sec,0
57.867 sec,0
57.9 sec,0
57.933 sec,0
57.967 sec,0
58 sec,0
58.033 sec,0
58.067 sec,0
58.1 sec,0
58.133 sec,0
58.167 sec,0
58.2 sec,0
58.233 sec,0
58.267 sec,0
58.3 sec,0
58.333 sec,0
58.367 sec,0
58.4 sec,0
58.433 sec,0
58.467 sec,0
58.5 sec,0
58.533 sec,0
58.567 sec,0
58.6 sec,0
58.633 sec,0
58.667 sec,0
58.7 sec,0
58.733 sec,0
58.767 sec,0
58.8 sec,0
58.833 sec,0
58.867 sec,0
58.9 sec,0
58.933 sec,0
58.967 sec,0
59 sec,0
59.033 sec,0
59.067 sec,0
59.1 sec,0
59.133 sec,0
59.167 sec,0
59.2 sec,0
59.233 sec,0
59.267 sec,0
59.3 sec,0
59.333 sec,0
59.367 sec,0
59.4 sec,0
59.433 sec,0
59.467 sec,0
59.5 sec,0
59.533 sec,0
59.567 sec,0
59.6 sec,0
59.633 sec,0
59.667 sec,0
59.7 sec,0
59.733 sec,0
59.767 sec,0
59.8 sec,0
59.833 sec,0
59.867 sec,0
59.9 sec,0
59.933 sec,0
59.967 sec,0
60 sec,0
60.033 sec,0
60.067 sec,0
60.1 sec,0
60.133 sec,0
60.167 sec,0
60.2 sec,0
60.233 sec,0
60.267 sec,0
60.3 sec,0
60.333 sec,0
60.367 sec,0
60.4 sec,0
60.433 sec,0
60.467 sec,0
60.5 sec,0
60.533 sec,0
60.567 sec,0
60.6 sec,0
60.633 sec,0
60.667 sec,0
60.7 sec,0
60.733 sec,0
60.767 sec,0
60.8 sec,0
60.833 sec,0
60.867 sec,0
60.9 sec,0
60.933 sec,0
60.967 sec,0
61 sec,0
61.033 sec,0
61.067 sec,0
61.1 sec,0
61.133 sec,0
61.167 sec,0
61.2 sec,0
61.233 sec,0
61.267 sec,0
61.3 sec,0
61.333 sec,0
61.367 sec,0
61.4 sec,0
61.433 sec,0
61.467 sec,0
61.5 sec,0
61.533 sec,0
61.567 sec,0
61.6 sec,0
61.633 sec,0
61.667 sec,0
61.7 sec,0
61.733 sec,0
61.767 sec,0
61.8 sec,0
61.833 sec,0
61.867 sec,0
61.9 sec,0
61.933 sec,0
61.967 sec,0
62 sec,0
62.033 sec,0
62.067 sec,0
62.1 sec,0
62.133 sec,0
62.167 sec,0
62.2 sec,0
62.233 sec,0
62.267 sec,0
62.3 sec,0
62.333 sec,0
62.367 sec,0
62.4 sec,0
62.433 sec,0
62.467 sec,0
62.5 sec,0
62.533 sec,0
62.567 sec,0
62.6 sec,0
62.633 sec,0
62.667 sec,0
62.7 sec,0
62.733 sec,0
62.767 sec,0
62.8 sec,0
62.833 sec,0
62.867 sec,0
62.9 sec,0
62.933 sec,0
62.967 sec,0
63 sec,0
63.033 sec,0
63.067 sec,0
63.1 sec,0
63.133 sec,0
63.167 sec,0
63.2 sec,0
63.233 sec,0
63.267 sec,0
63.3 sec,0
63.333 sec,0
63.367 sec,0
63.4 sec,0
63.433 sec,0
63.467 sec,0
63.5 sec,0
63.533 sec,0
63.567 sec,0
63.6 sec,0
63.633 sec,0
63.667 sec,0
63.7 sec,0
63.733 sec,0
63.767 sec,0
63.8 sec,0
63.833 sec,0
63.867 sec,0
63.9 sec,0
63.933 sec,0
63.967 sec,0
64 sec,0
64.033 sec,0
64.067 sec,0
64.1 sec,0
64.133 sec,0
64.167 sec,0
64.2 sec,0
64.233 sec,0
64.267 sec,0
64.3 sec,0
64.333 sec,0
64.367 sec,0
64.4 sec,0
64.433 sec,0
64.467 sec,0
64.5 sec,0
64.533 sec,0
64.567 sec,0
64.6 sec,0
64.633 sec,0
64.667 sec,0
64.7 sec,0
64.733 sec,0
64.767 sec,0
64.8 sec,0
64.833 sec,0
64.867 sec,0
64.9 sec,0
64.933 sec,0
64.967 sec,0
65 sec,0
65.033 sec,0
65.067 sec,0
65.1 sec,0
65.133 sec,0
65.167 sec,0
65.2 sec,0
65.233 sec,0
65.267 sec,0
65.3 sec,0
65.333 sec,0
65.367 sec,0
65.4 sec,0
65.433 sec,0
65.467 sec,0
65.5 sec,0
65.533 sec,0
65.567 sec,0
65.6 sec,0
65.633 sec,0
65.667 sec,0
65.7 sec,0
65.733 sec,0
65.767 sec,0
65.8 sec,0
65.833 sec,0
65.867 sec,0
65.9 sec,0
65.933 sec,0
65.967 sec,0
66 sec,0
66.033 sec,0
66.067 sec,0
66.1 sec,0
66.133 sec,0
66.167 sec,0
66.2 sec,0
66.233 sec,0
66.267 sec,0
66.3 sec,0
66.333 sec,0
66.367 sec,0
66.4 sec,0
66.433 sec,0
66.467 sec,0
66.5 sec,0
66.533 sec,0
66.567 sec,0
66.6 sec,0
66.633 sec,0
66.667 sec,0
66.7 sec,0
66.733 sec,0
66.767 sec,0
66.8 sec,0
66.833 sec,0
66.867 sec,0
66.9 sec,0
66.933 sec,0
66.967 sec,0
67 sec,0
67.033 sec,0
67.067 sec,0
67.1 sec,0
67.133 sec,0
67.167 sec,0
67.2 sec,0
67.233 sec,0
67.267 sec,0
67.3 sec,0
67.333 sec,0
67.367 sec,0
67.4 sec,0
67.433 sec,0
67.467 sec,0
67.5 sec,0
67.533 sec,0
67.567 sec,0
67.6 sec,0
67.633 sec,0
67.667 sec,0
67.7 sec,0
67.733 sec,0
67.767 sec,0
67.8 sec,0
67.833 sec,0
67.867 sec,0
67.9 sec,0
67.933 sec,0
67.967 sec,0
68 sec,0
68.033 sec,0
68.067 sec,0
68.1 sec,0
68.133 sec,0
68.167 sec,0
68.2 sec,0
68.233 sec,0
68.267 sec,0
68.3 sec,0
68.333 sec,0
68.367 sec,0
68.4 sec,0
68.433 sec,0
68.467 sec,0
68.5 sec,0
68.533 sec,0
68.567 sec,0
68.6 sec,0
68.633 sec,0
68.667 sec,0
68.7 sec,0
68.733 sec,0
68.767 sec,0
68.8 sec,0
68.833 sec,0
68.867 sec,0
68.9 sec,0
68.933 sec,0
68.967 sec,0
69 sec,0
69.033 sec,0
69.067 sec,0
69.1 sec,0
69.133 sec,0
69.167 sec,0
69.2 sec,0
69.233 sec,0
69.267 sec,0
69.3 sec,0
69.333 sec,0
69.367 sec,0
69.4 sec,0
69.433 sec,0
69.467 sec,0
69.5 sec,0
69.533 sec,0
69.567 sec,0
69.6 sec,0
69.633 sec,0
69.667 sec,0
69.7 sec,0
69.733 sec,0
69.767 sec,0
69.8 sec,0
69.833 sec,0
69.867 sec,0
69.9 sec,0
69.933 sec,0
69.967 sec,0
70 sec,0
70.033 sec,0
70.067 sec,0
70.1 sec,0
70.133 sec,0
70.167 sec,0
70.2 sec,0
70.233 sec,0
70.267 sec,0
70.3 sec,0
70.333 sec,0
70.367 sec,0
70.4 sec,0
70.433 sec,0
70.467 sec,0
70.5 sec,0
70.533 sec,0
70.567 sec,0
70.6 sec,0
70.633 sec,0
70.667 sec,0
70.7 sec,0
70.733 sec,0
70.767 sec,0
70.8 sec,0
70.833 sec,0
70.867 sec,0
70.9 sec,0
70.933 sec,0
70.967 sec,0
71 sec,0
71.033 sec,0
71.067 sec,0
71.1 sec,0
71.133 sec,0
71.167 sec,0
71.2 sec,0
71.233 sec,0
71.267 sec,0
71.3 sec,0
71.333 sec,0
71.367 sec,0
71.4 sec,0
71.433 sec,0
71.467 sec,0
71.5 sec,0
71.533 sec,0
71.567 sec,0
71.6 sec,0
71.633 sec,0
71.667 sec,0
71.7 sec,0
71.733 sec,0
71.767 sec,0
71.8 sec,0
71.833 sec,0
71.867 sec,0
71.9 sec,0
71.933 sec,0
71.967 sec,0
72 sec,0
72.033 sec,0
72.067 sec,0
72.1 sec,0
72.133 sec,0
72.167 sec,0
72.2 sec,0
72.233 sec,0
72.267 sec,0
72.3 sec,0
72.333 sec,0
72.367 sec,0
72.4 sec,0
72.433 sec,0
72.467 sec,0
72.5 sec,0
72.533 sec,0
72.567 sec,0
72.6 sec,0
72.633 sec,0
72.667 sec,0
72.7 sec,0
72.733 sec,0
72.767 sec,0
72.8 sec,0
72.833 sec,0
72.867 sec,0
72.9 sec,0
72.933 sec,0
72.967 sec,0
73 sec,0
73.033 sec,0
73.067 sec,0
73.1 sec,0
73.133 sec,0
73.167 sec,0
73.2 sec,0
73.233 sec,0
73.267 sec,0
73.3 sec,0
73.333 sec,0
73.367 sec,0
73.4 sec,0
73.433 sec,0
73.467 sec,0
73.5 sec,0
73.533 sec,0
73.567 sec,0
73.6 sec,0
73.633 sec,0
73.667 sec,0
73.7 sec,0
73.733 sec,0
73.767 sec,0
73.8 sec,0
73.833 sec,0
73.867 sec,0
73.9 sec,0
73.933 sec,0
73.967 sec,0
74 sec,0
74.033 sec,0
74.067 sec,0
74.1 sec,0
74.133 sec,0
74.167 sec,0
74.2 sec,0
74.233 sec,0
74.267 sec,0
74.3 sec,0
74.333 sec,0
74.367 sec,0
74.4 sec,0
74.433 sec,0
74.467 sec,0
74.5 sec,0
74.533 sec,0
74.567 sec,0
74.6 sec,0
74.633 sec,0
74.667 sec,0
74.7 sec,0
74.733 sec,0
74.767 sec,0
74.8 sec,0
74.833 sec,0
74.867 sec,0
74.9 sec,0
74.933 sec,0
74.967 sec,0
75 sec,0
75.033 sec,0
75.067 sec,0
75.1 sec,0
75.133 sec,0
75.167 sec,0
75.2 sec,0
75.233 sec,0
75.267 sec,0
75.3 sec,0
75.333 sec,0
75.367 sec,0
75.4 sec,0
75.433 sec,0
75.467 sec,0
75.5 sec,0
75.533 sec,0
75.567 sec,0
75.6 sec,0
75.633 sec,0
75.667 sec,0
75.7 sec,0
75.733 sec,0
75.767 sec,0
75.8 sec,0
75.833 sec,0
75.867 sec,0
75.9 sec,0
75.933 sec,0
75.967 sec,0
76 sec,0
76.033 sec,0
76.067 sec,0
76.1 sec,0
76.133 sec,0
76.167 sec,0
76.2 sec,0
76.233 sec,0
76.267 sec,0
76.3 sec,0
76.333 sec,0
76.367 sec,0
76.4 sec,0
76.433 sec,0
76.467 sec,0
76.5 sec,0
76.533 sec,0
76.567 sec,0
76.6 sec,0
76.633 sec,0
76.667 sec,0
76.7 sec,0
76.733 sec,0
76.767 sec,0
76.8 sec,0
76.833 sec,0
76.867 sec,0
76.9 sec,0
76.933 sec,0
76.967 sec,0
77 sec,0
77.033 sec,0
77.067 sec,0
77.1 sec,0
77.133 sec,0
77.167 sec,0
77.2 sec,0
77.233 sec,0
77.267 sec,0
77.3 sec,0
77.333 sec,0
77.367 sec,0
77.4 sec,0
77.433 sec,0
77.467 sec,0
77.5 sec,0
77.533 sec,0
77.567 sec,0
77.6 sec,0
77.633 sec,0
77.667 sec,0
77.7 sec,0
77.733 sec,0
77.767 sec,0
77.8 sec,0
77.833 sec,0
77.867 sec,0
77.9 sec,0
77.933 sec,0
77.967 sec,0
78 sec,0
78.033 sec,0
78.067 sec,0
78.1 sec,0
78.133 sec,0
78.167 sec,0
78.2 sec,0
78.233 sec,0
78.267 sec,0
78.3 sec,0
78.333 sec,0
78.367 sec,0
78.4 sec,0
78.433 sec,0
78.467 sec,0
78.5 sec,0
78.533 sec,0
78.567 sec,0
78.6 sec,0
78.633 sec,0
78.667 sec,0
78.7 sec,0
78.733 sec,0
78.767 sec,0
78.8 sec,0
78.833 sec,0
78.867 sec,0
78.9 sec,0
78.933 sec,0
78.967 sec,0
79 sec,0
79.033 sec,0
79.067 sec,0
79.1 sec,0
79.133 sec,0
79.167 sec,0
79.2 sec,0
79.233 sec,0
79.267 sec,0
79.3 sec,0
79.333 sec,0
79.367 sec,0
79.4 sec,0
79.433 sec,0
79.467 sec,0
79.5 sec,0
79.533 sec,0
79.567 sec,0
79.6 sec,0
79.633 sec,0
79.667 sec,0
79.7 sec,0
79.733 sec,0
79.767 sec,0
79.8 sec,0
79.833 sec,0
79.867 sec,0
79.9 sec,0
79.933 sec,0
79.967 sec,0
80 sec,0
80.033 sec,0
80.067 sec,0
80.1 sec,0
80.133 sec,0
80.167 sec,0
80.2 sec,0
80.233 sec,0
80.267 sec,0
80.3 sec,0
80.333 sec,0
80.367 sec,0
80.4 sec,0
80.433 sec,0
80.467 sec,0
80.5 sec,0
80.533 sec,0
80.567 sec,0
80.6 sec,0
80.633 sec,0
80.667 sec,0
80.7 sec,0
80.733 sec,0
80.767 sec,0
80.8 sec,0
80.833 sec,0
80.867 sec,0
80.9 sec,0
80.933 sec,0
80.967 sec,0
81 sec,0
81.033 sec,0
81.067 sec,0
81.1 sec,0
81.133 sec,0
81.167 sec,0
81.2 sec,0
81.233 sec,0
81.267 sec,0
81.3 sec,0
81.333 sec,0
81.367 sec,0
81.4 sec,0
81.433 sec,0
81.467 sec,0
81.5 sec,0
81.533 sec,0
81.567 sec,0
81.6 sec,0
81.633 sec,0
81.667 sec,0
81.7 sec,0
81.733 sec,0
81.767 sec,0
81.8 sec,0
81.833 sec,0
81.867 sec,0
81.9 sec,0
81.933 sec,0
81.967 sec,0
82 sec,0
82.033 sec,0
82.067 sec,0
82.1 sec,0
82.133 sec,0
82.167 sec,0
82.2 sec,0
82.233 sec,0
82.267 sec,0
82.3 sec,0
82.333 sec,0
82.367 sec,0
82.4 sec,0
82.433 sec,0
82.467 sec,0
82.5 sec,0
82.533 sec,0
82.567 sec,0
82.6 sec,0
82.633 sec,0
82.667 sec,0
82.7 sec,0
82.733 sec,0
82.767 sec,0
82.8 sec,0
82.833 sec,0
82.867 sec,0
82.9 sec,0
82.933 sec,0
82.967 sec,0
83 sec,0
83.033 sec,0
83.067 sec,0
83.1 sec,0
83.133 sec,0
83.167 sec,0
83.2 sec,0
83.233 sec,0
83.267 sec,0
83.3 sec,0
83.333 sec,0
83.367 sec,0
83.4 sec,0
83.433 sec,0
83.467 sec,0
83.5 sec,0
83.533 sec,0
83.567 sec,0
83.6 sec,0
83.633 sec,0
83.667 sec,0
83.7 sec,0
83.733 sec,0
83.767 sec,0
83.8 sec,0
83.833 sec,0
83.867 sec,0
83.9 sec,0
83.933 sec,0
83.967 sec,0
84 sec,0
84.033 sec,0
84.067 sec,0
84.1 sec,0
84.133 sec,0
84.167 sec,0
84.2 sec,0
84.233 sec,0
84.267 sec,0
84.3 sec,0
84.333 sec,0
84.367 sec,0
84.4 sec,0
84.433 sec,0
84.467 sec,0
84.5 sec,0
84.533 sec,0
84.567 sec,0
84.6 sec,0
84.633 sec,0
84.667 sec,0
84.7 sec,0
84.733 sec,0
84.767 sec,0
84.8 sec,0
84.833 sec,0
84.867 sec,0
84.9 sec,0
84.933 sec,0
84.967 sec,0
85 sec,0
85.033 sec,0
85.067 sec,0
85.1 sec,0
85.133 sec,0
85.167 sec,0
85.2 sec,0
85.233 sec,0
85.267 sec,0
85.3 sec,0
85.333 sec,0
85.367 sec,0
85.4 sec,0
85.433 sec,0
85.467 sec,0
85.5 sec,0
85.533 sec,0
85.567 sec,0
85.6 sec,0
85.633 sec,0
85.667 sec,0
85.7 sec,0
85.733 sec,0
85.767 sec,0
85.8 sec,0
85.833 sec,0
85.867 sec,0
85.9 sec,0
85.933 sec,0
85.967 sec,0
86 sec,0
86.033 sec,0
86.067 sec,0
86.1 sec,0
86.133 sec,0
86.167 sec,0
86.2 sec,0
86.233 sec,0
86.267 sec,0
86.3 sec,0
86.333 sec,0
86.367 sec,0
86.4 sec,0
86.433 sec,0
86.467 sec,0
86.5 sec,0
86.533 sec,0
86.567 sec,0
86.6 sec,0
86.633 sec,0
86.667 sec,0
86.7 sec,0
86.733 sec,0
86.767 sec,0
86.8 sec,0
86.833 sec,0
86.867 sec,0
86.9 sec,0
86.933 sec,0
86.967 sec,0
87 sec,0
87.033 sec,0
87.067 sec,0
87.1 sec,0
87.133 sec,0
87.167 sec,0
87.2 sec,0
87.233 sec,0
87.267 sec,0
87.3 sec,0
87.333 sec,0
87.367 sec,0
87.4 sec,0
87.433 sec,0
87.467 sec,0
87.5 sec,0
87.533 sec,0
87.567 sec,0
87.6 sec,0
87.633 sec,0
87.667 sec,0
87.7 sec,0
87.733 sec,0
87.767 sec,0
87.8 sec,0
87.833 sec,0
87.867 sec,0
87.9 sec,0
87.933 sec,0
87.967 sec,0
88 sec,0
88.033 sec,0
88.067 sec,0
88.1 sec,0
88.133 sec,0
88.167 sec,0
88.2 sec,0
88.233 sec,0
88.267 sec,0
88.3 sec,0
88.333 sec,0
88.367 sec,0
88.4 sec,0
88.433 sec,0
88.467 sec,0
88.5 sec,0
88.533 sec,0
88.567 sec,0
88.6 sec,0
88.633 sec,0
88.667 sec,0
88.7 sec,0
88.733 sec,0
88.767 sec,0
88.8 sec,0
88.833 sec,0
88.867 sec,0
88.9 sec,0
88.933 sec,0
88.967 sec,0
89 sec,0
89.033 sec,0
89.067 sec,0
89.1 sec,0
89.133 sec,0
89.167 sec,0
89.2 sec,0
89.233 sec,0
89.267 sec,0
89.3 sec,0
89.333 sec,0
89.367 sec,0
89.4 sec,0
89.433 sec,0
89.467 sec,0
89.5 sec,0
89.533 sec,0
89.567 sec,0
89.6 sec,0
89.633 sec,0
89.667 sec,0
89.7 sec,0
89.733 sec,0
89.767 sec,0
89.8 sec,0
89.833 sec,0
89.867 sec,0
89.9 sec,0
89.933 sec,0
89.967 sec,0
90 sec,0
90.033 sec,0
90.067 sec,0
90.1 sec,0
90.133 sec,0
90.167 sec,0
90.2 sec,0
90.233 sec,0
90.267 sec,0
90.3 sec,0
90.333 sec,0
90.367 sec,0
90.4 sec,0
90.433 sec,0
90.467 sec,0
90.5 sec,0
90.533 sec,0
90.567 sec,0
90.6 sec,0
90.633 sec,0
90.667 sec,0
90.7 sec,0
90.733 sec,0
90.767 sec,0
90.8 sec,0
90.833 sec,0
90.867 sec,0
90.9 sec,0
90.933 sec,0
90.967 sec,0
91 sec,0
91.033 sec,0
91.067 sec,0
91.1 sec,0
91.133 sec,0
91.167 sec,0
91.2 sec,0
91.233 sec,0
91.267 sec,0
91.3 sec,0
91.333 sec,0
91.367 sec,0
91.4 sec,0
91.433 sec,0
91.467 sec,0
91.5 sec,0
91.533 sec,0
91.567 sec,0
91.6 sec,0
91.633 sec,0
91.667 sec,0
91.7 sec,0
91.733 sec,0
91.767 sec,0
91.8 sec,0
91.833 sec,0
91.867 sec,0
91.9 sec,0
91.933 sec,0
91.967 sec,0
92 sec,0
92.033 sec,0
92.067 sec,0
92.1 sec,0
92.133 sec,0
92.167 sec,0
92.2 sec,0
92.233 sec,0
92.267 sec,0
92.3 sec,0
92.333 sec,0
92.367 sec,0
92.4 sec,0
92.433 sec,0
92.467 sec,0
92.5 sec,0
92.533 sec,0
92.567 sec,0
92.6 sec,0
92.633 sec,0
92.667 sec,0
92.7 sec,0
92.733 sec,0
92.767 sec,0
92.8 sec,0
92.833 sec,0
92.867 sec,0
92.9 sec,0
92.933 sec,0
92.967 sec,0
93 sec,0
93.033 sec,0
93.067 sec,0
93.1 sec,0
93.133 sec,0
93.167 sec,0
93.2 sec,0
93.233 sec,0
93.267 sec,0
93.3 sec,0
93.333 sec,0
93.367 sec,0
93.4 sec,0
93.433 sec,0
93.467 sec,0
93.5 sec,0
93.533 sec,0
93.567 sec,0
93.6 sec,0
93.633 sec,0
93.667 sec,0
93.7 sec,0
93.733 sec,0
93.767 sec,0
93.8 sec,0
93.833 sec,0
93.867 sec,0
93.9 sec,0
93.933 sec,0
93.967 sec,0
94 sec,0
94.033 sec,0
94.067 sec,0
94.1 sec,0
94.133 sec,0
94.167 sec,0
94.2 sec,0
94.233 sec,0
94.267 sec,0
94.3 sec,0
94.333 sec,0
94.367 sec,0
94.4 sec,0
94.433 sec,0
94.467 sec,0
94.5 sec,0
94.533 sec,0
94.567 sec,0
94.6 sec,0
94.633 sec,0
94.667 sec,0
94.7 sec,0
94.733 sec,0
94.767 sec,0
94.8 sec,0
94.833 sec,0
94.867 sec,0
94.9 sec,0
94.933 sec,0
94.967 sec,0
95 sec,0
95.033 sec,0
95.067 sec,0
95.1 sec,0
95.133 sec,0
95.167 sec,0
95.2 sec,0
95.233 sec,0
95.267 sec,0
95.3 sec,0
95.333 sec,0
95.367 sec,0
95.4 sec,0
95.433 sec,0
95.467 sec,0
95.5 sec,0
95.533 sec,0
95.567 sec,0
95.6 sec,0
95.633 sec,0
95.667 sec,0
95.7 sec,0
95.733 sec,0
95.767 sec,0
95.8 sec,0
95.833 sec,0
95.867 sec,0
95.9 sec,0
95.933 sec,0
95.967 sec,0
96 sec,0
96.033 sec,0
96.067 sec,0
96.1 sec,0
96.133 sec,0
96.167 sec,0
96.2 sec,0
96.233 sec,0
96.267 sec,0
96.3 sec,0
96.333 sec,0
96.367 sec,0
96.4 sec,0
96.433 sec,0
96.467 sec,0
96.5 sec,0
96.533 sec,0
96.567 sec,0
96.6 sec,0
96.633 sec,0
96.667 sec,0
96.7 sec,0
96.733 sec,0
96.767 sec,0
96.8 sec,0
96.833 sec,0
96.867 sec,0
96.9 sec,0
96.933 sec,0
96.967 sec,0
97 sec,0
97.033 sec,0
97.067 sec,0
97.1 sec,0
97.133 sec,0
97.167 sec,0
97.2 sec,0
97.233 sec,0
97.267 sec,0
97.3 sec,0
97.333 sec,0
97.367 sec,0
97.4 sec,0
97.433 sec,0
97.467 sec,0
97.5 sec,0
97.533 sec,0
97.567 sec,0
97.6 sec,0
97.633 sec,0
97.667 sec,0
97.7 sec,0
97.733 sec,0
97.767 sec,0
97.8 sec,0
97.833 sec,0
97.867 sec,0
97.9 sec,0
97.933 sec,0
97.967 sec,0
98 sec,0
98.033 sec,0
98.067 sec,0
98.1 sec,0
98.133 sec,0
98.167 sec,0
98.2 sec,0
98.233 sec,0
98.267 sec,0
98.3 sec,0
98.333 sec,0
98.367 sec,0
98.4 sec,0
98.433 sec,0
98.467 sec,0
98.5 sec,0
98.533 sec,0
98.567 sec,0
98.6 sec,0
98.633 sec,0
98.667 sec,0
98.7 sec,0
98.733 sec,0
98.767 sec,0
98.8 sec,0
98.833 sec,0
98.867 sec,0
98.9 sec,0
98.933 sec,0
98.967 sec,0
99 sec,0
99.033 sec,0
99.067 sec,0
99.1 sec,0
99.133 sec,0
99.167 sec,0
99.2 sec,0
99.233 sec,0
99.267 sec,0
99.3 sec,0
99.333 sec,0
99.367 sec,0
99.4 sec,0
99.433 sec,0
99.467 sec,0
99.5 sec,0
99.533 sec,0
99.567 sec,0
99.6 sec,0
99.633 sec,0
99.667 sec,0
99.7 sec,0
99.733 sec,0
99.767 sec,0
99.8 sec,0
99.833 sec,0
99.867 sec,0
99.9 sec,0
99.933 sec,0
99.967 sec,0
100 sec,0
100.03 sec,0
100.07 sec,0
100.1 sec,0
100.13 sec,0
100.17 sec,0
100.2 sec,0
100.23 sec,0
100.27 sec,0
100.3 sec,0
100.33 sec,0
100.37 sec,0
100.4 sec,0
100.43 sec,0
100.47 sec,0
100.5 sec,0
100.53 sec,0
100.57 sec,0
100.6 sec,0
100.63 sec,0
100.67 sec,0
100.7 sec,0
100.73 sec,0
100.77 sec,0
100.8 sec,0
100.83 sec,0
100.87 sec,0
100.9 sec,0
100.93 sec,0
100.97 sec,0
101 sec,0
101.03 sec,0
101.07 sec,0
101.1 sec,0
101.13 sec,0
101.17 sec,0
101.2 sec,0
101.23 sec,0
101.27 sec,0
101.3 sec,0
101.33 sec,0
101.37 sec,0
101.4 sec,0
101.43 sec,0
101.47 sec,0
101.5 sec,0
101.53 sec,0
101.57 sec,0
101.6 sec,0
101.63 sec,0
101.67 sec,0
101.7 sec,0
101.73 sec,0
101.77 sec,0
101.8 sec,0
101.83 sec,0
101.87 sec,0
101.9 sec,0
101.93 sec,0
101.97 sec,0
102 sec,0
102.03 sec,0
102.07 sec,0
102.1 sec,0
102.13 sec,0
102.17 sec,0
102.2 sec,0
102.23 sec,0
102.27 sec,0
102.3 sec,0
102.33 sec,0
102.37 sec,0
102.4 sec,0
102.43 sec,0
102.47 sec,0
102.5 sec,0
102.53 sec,0
102.57 sec,0
102.6 sec,0
102.63 sec,0
102.67 sec,0
102.7 sec,0
102.73 sec,0
102.77 sec,0
102.8 sec,0
102.83 sec,0
102.87 sec,0
102.9 sec,0
102.93 sec,0
102.97 sec,0
103 sec,0
103.03 sec,0
103.07 sec,0
103.1 sec,0
103.13 sec,0
103.17 sec,0
103.2 sec,0
103.23 sec,0
103.27 sec,0
103.3 sec,0
103.33 sec,0
103.37 sec,0
103.4 sec,0
103.43 sec,0
103.47 sec,0
103.5 sec,0
103.53 sec,0
103.57 sec,0
103.6 sec,0
103.63 sec,0
103.67 sec,0
103.7 sec,0
103.73 sec,0
