Time,useless,still,wave,nearDrops,smallDrops,drops,foam
23.916 sec,0,0,0,0,0,0,0
23.924 sec,0,0,0,0,0,0,0
23.932 sec,0,0,0,0,0,0,0
23.941 sec,0,0,0,0,0,0,0
23.949 sec,0,0,0,0,0,0,0
23.957 sec,0,0,0,0,0,0,0
23.966 sec,0,0,0,0,0,0,0
23.974 sec,0,0,0,0,0,0,0
23.982 sec,0,0,0,0,0,0,0
23.991 sec,0,0,0,0,0,0,0
23.999 sec,0,0,0,0,0,0,0
24.007 sec,0,0,0,0,0,0,0
24.016 sec,0,0,0,0,0,0,0
24.024 sec,0,0,0,1,0,0,0
24.032 sec,0,0,0,1,0,0,0
24.041 sec,0,0,0,1,0,0,0
24.049 sec,0,0,0,0,0,0,0
24.057 sec,0,0,0,0,0,0,0
24.066 sec,0,0,0,0,0,0,0
24.074 sec,0,0,0,0,0,0,0
24.082 sec,0,0,0,0,0,0,0
24.091 sec,0,0,0,0,0,0,0
24.099 sec,0,0,0,0,0,0,0
24.107 sec,0,0,0,0,0,0,0
24.116 sec,0,0,0,0,0,0,0
24.124 sec,0,0,0,0,0,0,0
24.132 sec,0,0,0,0,0,0,0
24.141 sec,0,0,0,0,0,0,0
24.149 sec,0,0,0,0,0,0,0
24.157 sec,0,0,0,0,0,0,0
24.166 sec,0,0,0,0,0,0,0
24.174 sec,0,0,0,0,0,0,0
24.182 sec,0,0,0,0,0,0,0
24.191 sec,0,0,0,0,0,0,0
24.199 sec,0,0,0,0,0,0,0
24.208 sec,0,0,0,0,0,0,0
24.216 sec,0,0,0,0,0,0,0
24.224 sec,0,0,0,0,0,0,0
24.233 sec,0,0,0,0,0,0,0
24.241 sec,0,0,0,0,0,0,0
24.249 sec,0,0,0,0,0,0,0
24.258 sec,0,0,0,0,0,0,0
24.266 sec,0,0,0,0,0,0,0
24.274 sec,0,0,0,0,0,0,0
24.283 sec,0,0,0,0,0,0,0
24.291 sec,0,0,0,0,0,0,0
24.299 sec,0,0,0,0,0,0,0
24.308 sec,0,0,0,0,0,0,0
24.316 sec,0,0,0,0,0,0,0
24.324 sec,0,0,0,0,0,0,0
24.333 sec,0,0,0,0,0,0,0
24.341 sec,0,0,0,0,0,0,0
24.349 sec,0,0,0,0,0,0,0
24.358 sec,0,0,0,0,0,0,0
24.366 sec,0,0,0,0,0,0,0
24.374 sec,0,0,0,0,0,0,0
24.383 sec,0,0,0,0,0,0,0
24.391 sec,0,0,0,0,0,0,0
24.399 sec,0,0,0,0,0,0,0
24.408 sec,0,0,0,0,0,0,0
24.416 sec,0,0,0,0,0,0,0
24.424 sec,0,0,0,0,0,0,0
24.433 sec,0,0,0,0,0,0,0
24.441 sec,0,0,0,0,0,0,0
24.449 sec,0,0,0,0,0,0,0
24.458 sec,0,0,0,0,0,0,0
24.466 sec,0,0,0,0,0,0,0
24.474 sec,0,0,0,0,0,0,0
24.483 sec,0,0,0,0,0,0,0
24.491 sec,0,0,0,0,0,0,0
24.499 sec,0,0,0,0,0,0,0
24.508 sec,0,0,0,0,0,0,0
24.516 sec,0,0,0,0,0,0,0
24.525 sec,0,0,0,0,1,0,0
24.533 sec,0,0,0,0,1,0,0
24.541 sec,0,0,0,0,1,0,0
24.55 sec,0,0,0,0,1,0,0
24.558 sec,0,0,0,0,0,0,0
24.566 sec,0,0,0,0,0,0,0
24.575 sec,0,0,0,0,0,0,0
24.583 sec,0,0,0,0,0,0,0
24.591 sec,0,0,0,0,0,0,0
24.6 sec,0,0,0,0,0,0,0
24.608 sec,0,0,0,0,0,0,0
24.616 sec,0,0,0,0,0,0,0
24.625 sec,0,0,0,0,0,0,0
24.633 sec,0,0,0,0,0,0,0
24.641 sec,0,0,0,0,0,0,0
24.65 sec,0,0,0,0,0,0,0
24.658 sec,0,0,0,0,0,0,0
24.666 sec,0,0,0,0,0,0,0
24.675 sec,0,0,0,0,0,0,0
24.683 sec,0,0,0,0,0,0,0
24.691 sec,0,0,0,0,0,0,0
24.7 sec,0,0,0,0,0,0,0
24.708 sec,0,0,0,0,0,0,0
24.716 sec,0,0,0,0,0,0,0
24.725 sec,0,0,0,0,0,0,0
24.733 sec,0,0,0,0,0,0,0
24.741 sec,0,0,0,0,0,0,0
24.75 sec,0,0,0,0,0,0,0
24.758 sec,0,0,0,0,0,0,0
24.766 sec,0,0,0,0,0,0,0
24.775 sec,0,0,0,0,0,0,0
24.783 sec,0,0,0,0,0,0,0
24.791 sec,0,0,0,0,0,0,0
24.8 sec,0,0,0,0,0,0,0
24.808 sec,0,0,0,0,0,0,0
24.816 sec,0,0,0,0,0,0,0
24.825 sec,0,0,0,0,0,0,0
24.833 sec,0,0,0,0,0,0,0
24.841 sec,0,0,0,0,0,0,0
24.85 sec,0,0,0,0,0,0,0
24.858 sec,0,0,0,0,0,0,0
24.867 sec,0,0,0,0,0,0,0
24.875 sec,0,0,0,0,0,0,0
24.883 sec,0,0,0,0,0,0,0
24.892 sec,0,0,0,0,0,0,0
24.9 sec,0,0,0,1,0,0,0
24.908 sec,0,0,0,0,0,0,0
24.917 sec,0,0,0,0,0,0,0
24.925 sec,0,0,0,0,0,0,0
24.933 sec,0,0,0,0,0,0,0
24.942 sec,0,0,0,0,0,0,0
24.95 sec,0,0,0,0,0,0,0
24.958 sec,0,0,0,0,0,0,0
24.967 sec,0,0,0,0,0,0,0
24.975 sec,0,0,0,0,0,0,0
24.983 sec,0,0,0,0,0,0,0
24.992 sec,0,0,0,0,0,0,0
25 sec,0,0,0,0,0,0,0
25.008 sec,0,0,0,0,0,0,0
25.017 sec,0,0,0,0,0,0,0
25.025 sec,0,0,0,0,0,0,0
25.033 sec,0,0,0,0,0,0,0
25.042 sec,0,0,0,0,0,0,0
25.05 sec,0,0,0,0,0,0,0
25.058 sec,0,0,0,0,0,0,0
25.067 sec,0,0,0,0,0,0,0
25.075 sec,0,0,0,0,0,0,0
25.083 sec,0,0,0,0,0,0,0
25.092 sec,0,0,0,0,0,0,0
25.1 sec,0,0,0,0,0,0,0
25.108 sec,0,0,0,0,0,0,0
25.117 sec,0,0,0,0,0,0,0
25.125 sec,0,0,0,0,0,0,0
25.133 sec,0,0,0,0,0,0,0
25.142 sec,0,0,0,0,0,0,0
25.15 sec,0,0,0,0,0,0,0
25.158 sec,0,0,0,0,0,0,0
25.167 sec,0,0,0,0,0,0,0
25.175 sec,0,0,0,0,0,0,0
25.183 sec,0,0,0,0,0,0,0
25.192 sec,0,0,0,0,0,0,0
25.2 sec,0,0,0,0,0,0,0
25.209 sec,0,0,0,0,0,0,0
25.217 sec,0,0,0,0,0,0,0
25.225 sec,0,0,0,0,0,0,0
25.234 sec,0,0,0,0,0,0,0
25.242 sec,0,0,0,0,0,0,0
25.25 sec,0,0,0,0,0,0,0
25.259 sec,0,0,0,0,0,0,0
25.267 sec,0,0,0,0,0,0,0
25.275 sec,0,0,0,0,0,0,0
25.284 sec,0,0,0,0,0,0,0
25.292 sec,0,0,0,0,0,0,0
25.3 sec,0,0,0,0,0,0,0
25.309 sec,0,0,0,0,0,0,0
25.317 sec,0,0,0,0,0,0,0
25.325 sec,0,0,0,0,0,0,0
25.334 sec,0,0,0,0,0,0,0
25.342 sec,0,0,0,0,0,0,0
25.35 sec,0,0,0,0,0,0,0
25.359 sec,0,0,0,0,0,0,0
25.367 sec,0,0,0,0,0,0,0
25.375 sec,0,0,0,0,0,0,0
25.384 sec,0,0,0,0,0,0,0
25.392 sec,0,0,0,0,0,0,0
25.4 sec,0,0,0,1,0,0,0
25.409 sec,0,0,0,1,0,0,0
25.417 sec,0,0,0,0,0,0,0
25.425 sec,0,0,0,0,0,0,0
25.434 sec,0,0,0,0,0,0,0
25.442 sec,0,0,0,0,0,0,0
25.45 sec,0,0,0,0,0,0,0
25.459 sec,0,0,0,0,0,0,0
25.467 sec,0,0,0,0,0,0,0
25.475 sec,0,0,0,0,0,0,0
25.484 sec,0,0,0,0,0,0,0
25.492 sec,0,0,0,0,0,0,0
25.5 sec,0,0,0,0,0,0,0
25.509 sec,0,0,0,0,0,0,0
25.517 sec,0,0,0,0,0,0,0
25.526 sec,0,0,0,0,0,0,0
25.534 sec,0,0,0,0,0,0,0
25.542 sec,0,0,0,0,0,0,0
25.551 sec,0,0,0,0,0,0,0
25.559 sec,0,0,0,0,0,0,0
25.567 sec,0,0,0,0,0,0,0
25.576 sec,0,0,0,0,0,0,0
25.584 sec,0,0,0,0,0,0,0
25.592 sec,0,0,0,0,0,0,0
25.601 sec,0,0,0,0,0,0,0
25.609 sec,0,0,0,0,0,0,0
25.617 sec,0,0,0,0,0,0,0
25.626 sec,0,0,0,0,0,0,0
25.634 sec,0,0,0,0,0,0,0
25.642 sec,0,0,0,0,0,0,0
25.651 sec,0,0,0,0,0,0,0
25.659 sec,0,0,0,0,0,0,0
25.667 sec,0,0,0,0,0,0,0
25.676 sec,0,0,0,0,0,0,0
25.684 sec,0,0,0,0,0,0,0
25.692 sec,0,0,0,0,0,0,0
25.701 sec,0,0,0,0,0,0,0
25.709 sec,0,0,0,0,0,0,0
25.717 sec,0,0,0,0,0,0,0
25.726 sec,0,0,0,0,0,0,0
25.734 sec,0,0,0,0,0,0,0
25.742 sec,0,0,0,0,0,0,0
25.751 sec,0,0,0,0,0,0,0
25.759 sec,0,0,0,0,0,0,0
25.767 sec,0,0,0,0,0,0,0
25.776 sec,0,0,0,0,0,0,0
25.784 sec,0,0,0,0,0,0,0
25.792 sec,0,0,0,0,0,0,0
25.801 sec,0,0,0,0,0,0,0
25.809 sec,0,0,0,0,0,0,0
25.817 sec,0,0,0,0,0,0,0
25.826 sec,0,0,0,0,0,0,0
25.834 sec,0,0,0,0,0,0,0
25.842 sec,0,0,0,0,0,0,0
25.851 sec,0,0,0,0,0,0,0
25.859 sec,0,0,0,0,0,0,0
25.868 sec,0,0,0,0,0,0,0
25.876 sec,0,0,0,0,0,0,0
25.884 sec,0,0,0,0,0,0,0
25.893 sec,0,0,0,0,0,0,0
25.901 sec,0,0,0,0,0,0,0
25.909 sec,0,0,0,0,0,0,0
25.918 sec,0,0,0,0,0,0,0
25.926 sec,0,0,0,0,0,0,0
25.934 sec,0,0,0,0,0,0,0
25.943 sec,0,0,0,0,0,0,0
25.951 sec,0,0,0,0,0,0,0
25.959 sec,0,0,0,1,0,0,0
25.968 sec,0,0,0,0,0,0,0
25.976 sec,0,0,0,0,0,0,0
25.984 sec,0,0,0,0,0,0,0
25.993 sec,0,0,0,0,0,0,0
26.001 sec,0,0,0,0,0,0,0
26.009 sec,0,0,0,0,0,0,0
26.018 sec,0,0,0,0,0,0,0
26.026 sec,0,0,0,0,0,0,0
26.034 sec,0,0,0,0,0,0,0
26.043 sec,0,0,0,0,0,0,0
26.051 sec,0,0,0,0,0,0,0
26.059 sec,0,0,0,0,0,0,0
26.068 sec,0,0,0,0,0,0,0
26.076 sec,0,0,0,0,0,0,0
26.084 sec,0,0,0,0,0,0,0
26.093 sec,0,0,0,0,0,0,0
26.101 sec,0,0,0,0,0,0,0
26.109 sec,0,0,0,0,0,0,0
26.118 sec,0,0,0,0,0,0,0
26.126 sec,0,0,0,0,0,0,0
26.134 sec,0,0,0,0,0,0,0
26.143 sec,0,0,0,0,0,0,0
26.151 sec,0,0,0,0,0,0,0
26.159 sec,0,0,0,0,0,0,0
26.168 sec,0,0,0,0,0,0,0
26.176 sec,0,0,0,0,0,0,0
26.184 sec,0,0,0,0,0,0,0
26.193 sec,0,0,0,0,0,0,0
26.201 sec,0,0,0,0,0,0,0
26.21 sec,0,0,0,0,0,0,0
26.218 sec,0,0,0,0,0,0,0
26.226 sec,0,0,0,0,0,0,0
26.235 sec,0,0,0,0,0,0,0
26.243 sec,0,0,0,0,0,0,0
26.251 sec,0,0,0,0,0,0,0
26.26 sec,0,0,0,0,0,0,0
26.268 sec,0,0,0,0,0,0,0
26.276 sec,0,0,0,0,0,0,0
26.285 sec,0,0,0,0,0,0,0
26.293 sec,0,0,0,0,0,0,0
26.301 sec,0,0,0,0,0,0,0
26.31 sec,0,0,0,0,0,0,0
26.318 sec,0,0,0,0,0,0,0
26.326 sec,0,0,0,0,0,0,0
26.335 sec,0,0,0,0,0,0,0
26.343 sec,0,0,0,0,0,0,0
26.351 sec,0,0,0,0,0,0,0
26.36 sec,0,0,0,0,0,0,0
26.368 sec,0,0,0,0,0,0,0
26.376 sec,0,0,0,0,0,0,0
26.385 sec,0,0,0,0,0,0,0
26.393 sec,0,0,0,0,0,0,0
26.401 sec,0,0,0,0,0,0,0
26.41 sec,0,0,0,0,0,0,0
26.418 sec,0,0,0,0,0,0,0
26.426 sec,0,0,0,0,0,0,0
26.435 sec,0,0,0,0,0,0,0
26.443 sec,0,0,0,0,0,0,0
26.451 sec,0,0,0,0,0,0,0
26.46 sec,0,0,0,0,0,0,0
26.468 sec,0,0,0,0,0,0,0
26.476 sec,0,0,0,0,0,0,0
26.485 sec,0,0,0,0,0,0,0
26.493 sec,0,0,0,0,0,0,0
26.501 sec,0,0,0,0,0,0,0
26.51 sec,0,0,0,0,0,0,0
26.518 sec,0,0,0,0,0,0,0
26.527 sec,0,0,0,0,0,0,0
26.535 sec,0,0,0,0,0,0,0
26.543 sec,0,0,0,0,0,0,0
26.552 sec,0,0,0,0,0,0,0
26.56 sec,0,0,0,0,0,0,0
26.568 sec,0,0,0,0,0,0,0
26.577 sec,0,0,0,0,0,0,0
26.585 sec,0,0,0,0,0,0,0
26.593 sec,0,0,0,0,0,0,0
26.602 sec,0,0,0,0,0,0,0
26.61 sec,0,0,0,0,0,0,0
26.618 sec,0,0,0,0,0,0,0
26.627 sec,0,0,0,0,0,0,0
26.635 sec,0,0,0,0,0,0,0
26.643 sec,0,0,0,0,0,0,0
26.652 sec,0,0,0,0,0,0,0
26.66 sec,0,0,0,0,0,0,0
26.668 sec,0,0,0,0,0,0,0
26.677 sec,0,0,0,0,0,0,0
26.685 sec,0,0,0,0,0,0,0
26.693 sec,0,0,0,0,0,0,0
26.702 sec,0,0,0,0,0,0,0
26.71 sec,0,0,0,0,0,0,0
26.718 sec,0,0,0,0,0,0,0
26.727 sec,0,0,0,0,0,0,0
26.735 sec,0,0,0,0,0,0,0
26.743 sec,0,0,0,0,0,0,0
26.752 sec,0,0,0,0,0,0,0
26.76 sec,0,0,0,0,0,0,0
26.768 sec,0,0,0,0,0,0,0
26.777 sec,0,0,0,1,0,0,0
26.785 sec,0,0,0,1,0,0,0
26.793 sec,0,0,0,1,0,0,0
26.802 sec,0,0,0,0,0,0,0
26.81 sec,0,0,0,0,0,0,0
26.818 sec,0,0,0,0,0,0,0
26.827 sec,0,0,0,0,0,0,0
26.835 sec,0,0,0,0,0,0,0
26.843 sec,0,0,0,0,0,0,0
26.852 sec,0,0,0,0,0,0,0
26.86 sec,0,0,0,0,0,0,0
26.869 sec,0,0,0,0,0,0,0
26.877 sec,0,0,0,0,0,0,0
26.885 sec,0,0,0,0,0,0,0
26.894 sec,0,0,0,0,0,0,0
26.902 sec,0,0,0,0,0,0,0
26.91 sec,0,0,0,0,0,0,0
26.919 sec,0,0,0,0,0,0,0
26.927 sec,0,0,0,0,0,0,0
26.935 sec,0,0,0,0,0,0,0
26.944 sec,0,0,0,0,0,0,0
26.952 sec,0,0,0,0,0,0,0
26.96 sec,0,0,0,0,0,0,0
26.969 sec,0,0,0,0,0,0,0
26.977 sec,0,0,0,0,0,0,0
26.985 sec,0,0,0,0,0,0,0
26.994 sec,0,0,0,0,0,0,0
27.002 sec,0,0,0,0,0,0,0
27.01 sec,0,0,0,0,0,0,0
27.019 sec,0,0,0,0,0,0,0
27.027 sec,0,0,0,0,0,0,0
27.035 sec,0,0,0,0,0,0,0
27.044 sec,0,0,0,0,0,0,0
27.052 sec,0,0,0,0,0,0,0
27.06 sec,0,0,0,1,0,0,0
27.069 sec,0,0,0,1,0,0,0
27.077 sec,0,0,0,1,0,0,0
27.085 sec,0,0,0,1,0,0,0
27.094 sec,0,0,0,1,0,0,0
27.102 sec,0,0,0,0,0,1,0
27.11 sec,0,0,0,0,0,1,0
27.119 sec,0,0,0,0,0,0,0
27.127 sec,0,0,0,0,0,0,0
27.135 sec,0,0,0,0,0,0,0
27.144 sec,0,0,0,0,0,0,0
27.152 sec,0,0,0,0,0,0,0
27.16 sec,0,0,0,0,0,0,0
27.169 sec,0,0,0,0,0,0,0
27.177 sec,0,0,0,0,0,0,0
27.185 sec,0,0,0,0,0,0,0
27.194 sec,0,0,0,0,0,0,0
27.202 sec,0,0,0,0,0,0,0
27.211 sec,0,0,0,0,0,0,0
27.219 sec,0,0,0,0,0,0,0
27.227 sec,0,0,0,0,0,0,0
27.236 sec,0,0,0,0,0,0,0
27.244 sec,0,0,0,0,0,0,0
27.252 sec,0,0,0,0,0,0,0
27.261 sec,0,0,0,0,0,0,0
27.269 sec,0,0,0,0,0,0,0
27.277 sec,0,0,0,0,0,0,0
27.286 sec,0,0,0,0,0,0,0
27.294 sec,0,0,0,0,0,0,0
27.302 sec,0,0,0,0,0,0,0
27.311 sec,0,0,0,1,0,0,0
27.319 sec,0,0,0,1,0,0,0
27.327 sec,0,0,0,0,0,1,0
27.336 sec,0,0,0,0,0,1,0
27.344 sec,0,0,0,0,0,1,0
27.352 sec,0,0,0,0,0,0,0
27.361 sec,0,0,0,0,0,0,0
27.369 sec,0,0,0,0,0,0,0
27.377 sec,0,0,0,0,0,0,0
27.386 sec,0,0,0,0,0,0,0
27.394 sec,0,0,0,0,0,0,0
27.402 sec,0,0,0,0,0,0,0
27.411 sec,0,0,0,0,0,0,0
27.419 sec,0,0,0,0,0,0,0
27.427 sec,0,0,0,0,0,0,0
27.436 sec,0,0,0,0,0,0,0
27.444 sec,0,0,0,0,0,0,0
27.452 sec,0,0,0,0,0,0,0
27.461 sec,0,0,0,0,0,0,0
27.469 sec,0,0,0,0,0,0,0
27.477 sec,0,0,0,0,0,0,0
27.486 sec,0,0,0,0,0,0,0
27.494 sec,0,0,0,0,0,0,0
27.502 sec,0,0,0,0,0,0,0
27.511 sec,0,0,0,0,0,0,0
27.519 sec,0,0,0,0,0,0,0
27.528 sec,0,0,0,0,0,0,0
27.536 sec,0,0,0,0,0,0,0
27.544 sec,0,0,0,0,0,0,0
27.553 sec,0,0,0,0,0,0,0
27.561 sec,0,0,0,0,0,0,0
27.569 sec,0,0,0,0,0,0,0
27.578 sec,0,0,0,0,0,0,0
27.586 sec,0,0,0,0,0,0,0
27.594 sec,0,0,0,0,0,0,0
27.603 sec,0,0,0,0,0,0,0
27.611 sec,0,0,0,0,0,0,0
27.619 sec,0,0,0,0,0,0,0
27.628 sec,0,0,0,0,0,0,0
27.636 sec,0,0,0,0,0,0,0
27.644 sec,0,0,0,0,0,0,0
27.653 sec,0,0,0,0,0,0,0
27.661 sec,0,0,0,0,0,0,0
27.669 sec,0,0,0,0,0,0,0
27.678 sec,0,0,0,0,0,0,0
27.686 sec,0,0,0,0,0,0,0
27.694 sec,0,0,0,0,0,0,0
27.703 sec,0,0,0,0,0,0,0
27.711 sec,0,0,0,0,0,0,0
27.719 sec,0,0,0,0,0,0,0
27.728 sec,0,0,0,0,0,0,0
27.736 sec,0,0,0,0,0,0,0
27.744 sec,0,0,0,0,0,0,0
27.753 sec,0,0,0,0,0,0,0
27.761 sec,0,0,0,0,0,0,0
27.769 sec,0,0,0,0,0,0,0
27.778 sec,0,0,0,0,0,0,0
27.786 sec,0,0,0,0,0,0,0
27.794 sec,0,0,0,0,0,0,0
27.803 sec,0,0,0,0,0,0,0
27.811 sec,0,0,0,0,0,0,0
27.819 sec,0,0,0,0,0,0,0
27.828 sec,0,0,0,0,0,0,0
27.836 sec,0,0,0,0,0,0,0
27.844 sec,0,0,0,0,0,0,0
27.853 sec,0,0,0,0,0,0,0
27.861 sec,0,0,0,0,0,0,0
27.87 sec,0,0,0,0,0,0,0
27.878 sec,0,0,0,0,0,0,0
27.886 sec,0,0,0,0,0,0,0
27.895 sec,0,0,0,0,0,0,0
27.903 sec,0,0,0,0,0,0,0
27.911 sec,0,0,0,0,0,0,0
27.92 sec,0,0,0,0,0,0,0
27.928 sec,0,0,0,0,0,0,0
27.936 sec,0,0,0,1,0,0,0
27.945 sec,0,0,0,1,0,0,0
27.953 sec,0,0,0,0,0,0,0
27.961 sec,0,0,0,0,0,0,0
27.97 sec,0,0,0,0,0,0,0
27.978 sec,0,0,0,0,0,0,0
27.986 sec,0,0,0,0,0,0,0
27.995 sec,0,0,0,0,0,0,0
28.003 sec,0,0,0,0,0,0,0
28.011 sec,0,0,0,0,0,0,0
28.02 sec,0,0,0,0,0,0,0
28.028 sec,0,0,0,0,0,0,0
28.036 sec,0,0,0,0,0,0,0
28.045 sec,0,0,0,0,0,0,0
28.053 sec,0,0,0,0,0,0,0
28.061 sec,0,0,0,0,0,0,0
28.07 sec,0,0,0,0,0,0,0
28.078 sec,0,0,0,0,0,0,0
28.086 sec,0,0,0,0,0,0,0
28.095 sec,0,0,0,0,0,0,0
28.103 sec,0,0,0,0,0,0,0
28.111 sec,0,0,0,0,0,0,0
28.12 sec,0,0,0,0,0,0,0
28.128 sec,0,0,0,0,0,0,0
28.136 sec,0,0,0,0,0,0,0
28.145 sec,0,0,0,0,0,0,0
28.153 sec,0,0,0,0,0,0,0
28.161 sec,0,0,0,0,0,0,0
28.17 sec,0,0,0,0,0,0,0
28.178 sec,0,0,0,0,0,0,0
28.186 sec,0,0,0,0,0,0,0
28.195 sec,0,0,0,0,0,0,0
28.203 sec,0,0,0,0,0,0,0
28.212 sec,0,0,0,0,0,0,0
28.22 sec,0,0,0,0,0,0,0
28.228 sec,0,0,0,0,0,0,0
28.237 sec,0,0,0,0,0,0,0
28.245 sec,0,0,0,0,0,0,0
28.253 sec,0,0,0,0,0,0,0
28.262 sec,0,0,0,0,0,0,0
28.27 sec,0,0,0,0,0,0,0
28.278 sec,0,0,0,0,0,0,0
28.287 sec,0,0,0,0,0,0,0
28.295 sec,0,0,0,0,0,0,0
28.303 sec,0,0,0,0,0,0,0
28.312 sec,0,0,0,0,0,0,0
28.32 sec,0,0,0,0,0,0,0
28.328 sec,0,0,0,0,0,0,0
28.337 sec,0,0,0,0,0,0,0
28.345 sec,0,0,0,0,0,0,0
28.353 sec,0,0,0,0,0,0,0
28.362 sec,0,0,0,1,0,0,0
28.37 sec,0,0,0,1,0,0,0
28.378 sec,0,0,0,0,0,0,0
28.387 sec,0,0,0,0,0,0,0
28.395 sec,0,0,0,0,0,0,0
28.403 sec,0,0,0,0,0,0,0
28.412 sec,0,0,0,0,0,0,0
28.42 sec,0,0,0,0,0,0,0
28.428 sec,0,0,0,0,0,0,0
28.437 sec,0,0,0,0,0,0,0
28.445 sec,0,0,0,0,0,0,0
28.453 sec,0,0,0,0,0,0,0
28.462 sec,0,0,0,0,0,0,0
28.47 sec,0,0,0,0,0,0,0
28.478 sec,0,0,0,0,0,0,0
28.487 sec,0,0,0,0,0,0,0
28.495 sec,0,0,0,0,0,0,0
28.503 sec,0,0,0,0,0,0,0
28.512 sec,0,0,0,0,0,0,0
28.52 sec,0,0,0,0,0,0,0
28.529 sec,0,0,0,0,0,0,0
28.537 sec,0,0,0,1,0,0,0
28.545 sec,0,0,0,0,0,0,0
28.554 sec,0,0,0,0,0,0,0
28.562 sec,0,0,0,0,0,0,0
28.57 sec,0,0,0,0,0,0,0
28.579 sec,0,0,0,0,0,0,0
28.587 sec,0,0,0,0,0,0,0
28.595 sec,0,0,0,1,0,0,0
28.604 sec,0,0,0,1,0,0,0
28.612 sec,0,0,0,0,0,1,0
28.62 sec,0,0,0,0,0,0,0
28.629 sec,0,0,0,0,0,0,0
28.637 sec,0,0,0,0,0,0,0
28.645 sec,0,0,0,0,0,0,0
28.654 sec,0,0,0,0,0,0,0
28.662 sec,0,0,0,0,0,0,0
28.67 sec,0,0,0,0,0,0,0
28.679 sec,0,0,0,0,0,0,0
28.687 sec,0,0,0,0,0,0,0
28.695 sec,0,0,0,0,0,0,0
28.704 sec,0,0,0,0,0,0,0
28.712 sec,0,0,0,0,0,0,0
28.72 sec,0,0,0,0,0,0,0
28.729 sec,0,0,0,0,0,0,0
28.737 sec,0,0,0,0,0,0,0
28.745 sec,0,0,0,0,0,0,0
28.754 sec,0,0,0,0,0,0,0
28.762 sec,0,0,0,0,0,0,0
28.77 sec,0,0,0,0,0,0,0
28.779 sec,0,0,0,0,0,0,0
28.787 sec,0,0,0,0,0,0,0
28.795 sec,0,0,0,0,0,0,0
28.804 sec,0,0,0,0,0,0,0
28.812 sec,0,0,0,0,0,0,0
28.82 sec,0,0,0,0,0,0,0
28.829 sec,0,0,0,0,0,0,0
28.837 sec,0,0,0,0,0,0,0
28.845 sec,0,0,0,0,0,0,0
28.854 sec,0,0,0,0,1,0,0
28.862 sec,0,0,0,0,1,0,0
28.871 sec,0,0,0,0,1,0,0
28.879 sec,0,0,0,0,0,0,0
28.887 sec,0,0,0,0,0,0,0
28.896 sec,0,0,0,0,0,0,0
28.904 sec,0,0,0,0,0,0,0
28.912 sec,0,0,0,0,0,0,0
28.921 sec,0,0,0,0,0,0,0
28.929 sec,0,0,0,0,0,0,0
28.937 sec,0,0,0,0,0,0,0
28.946 sec,0,0,0,0,0,0,0
28.954 sec,0,0,0,0,0,0,0
28.962 sec,0,0,0,0,0,0,0
28.971 sec,0,0,0,0,0,0,0
28.979 sec,0,0,0,0,0,0,0
28.987 sec,0,0,0,0,0,0,0
28.996 sec,0,0,0,0,0,0,0
29.004 sec,0,0,0,0,0,0,0
29.012 sec,0,0,0,0,0,0,0
29.021 sec,0,0,0,0,0,0,0
29.029 sec,0,0,0,0,0,0,0
29.037 sec,0,0,0,0,0,0,0
29.046 sec,0,0,0,0,0,0,0
29.054 sec,0,0,0,0,0,0,0
29.062 sec,0,0,0,0,0,0,0
29.071 sec,0,0,0,0,0,0,0
29.079 sec,0,0,0,0,0,0,0
29.087 sec,0,0,0,0,0,0,0
29.096 sec,0,0,0,0,0,0,0
29.104 sec,0,0,0,0,0,0,0
29.112 sec,0,0,0,0,0,0,0
29.121 sec,0,0,0,0,0,0,0
29.129 sec,0,0,0,0,0,0,0
29.137 sec,0,0,0,0,0,0,0
29.146 sec,0,0,0,0,0,0,0
29.154 sec,0,0,0,0,0,0,0
29.162 sec,0,0,0,0,0,0,0
29.171 sec,0,0,0,0,0,0,0
29.179 sec,0,0,0,0,0,0,0
29.187 sec,0,0,0,0,0,0,0
29.196 sec,0,0,0,0,0,0,0
29.204 sec,0,0,0,0,0,0,0
29.213 sec,0,0,0,0,0,0,0
29.221 sec,0,0,0,0,0,0,0
29.229 sec,0,0,0,0,0,0,0
29.238 sec,0,0,0,0,0,0,0
29.246 sec,0,0,0,0,0,0,0
29.254 sec,0,0,0,0,0,0,0
29.263 sec,0,0,0,0,0,0,0
29.271 sec,0,0,0,0,0,0,0
29.279 sec,0,0,0,0,0,0,0
29.288 sec,0,0,0,0,0,0,0
29.296 sec,0,0,0,0,0,0,0
29.304 sec,0,0,0,0,0,0,0
29.313 sec,0,0,0,0,0,0,0
29.321 sec,0,0,0,0,0,0,0
29.329 sec,0,0,0,0,0,0,0
29.338 sec,0,0,0,0,0,0,0
29.346 sec,0,0,0,0,0,0,0
29.354 sec,0,0,0,0,0,0,0
29.363 sec,0,0,0,0,0,0,0
29.371 sec,0,0,0,0,0,0,0
29.379 sec,0,0,0,0,0,0,0
29.388 sec,0,0,0,0,0,0,0
29.396 sec,0,0,0,0,0,0,0
29.404 sec,0,0,0,0,0,0,0
29.413 sec,0,0,0,0,0,0,0
29.421 sec,0,0,0,0,0,0,0
29.429 sec,0,0,0,0,0,0,0
29.438 sec,0,0,0,0,0,0,0
29.446 sec,0,0,0,0,0,0,0
29.454 sec,0,0,0,0,0,0,0
