Time,useless,still,wave,nearDrops,smallDrops,drops,foam
5.56 sec,0,1,0,0,0,0,0
5.568 sec,0,1,0,0,0,0,0
5.577 sec,0,1,0,0,0,0,0
5.585 sec,0,1,0,0,0,0,0
5.593 sec,0,1,0,0,0,0,0
5.602 sec,0,1,0,0,0,0,0
5.61 sec,0,1,0,0,0,0,0
5.618 sec,0,1,0,0,0,0,0
5.627 sec,0,1,0,0,0,0,0
5.635 sec,0,1,0,0,0,0,0
5.643 sec,0,1,0,0,0,0,0
5.652 sec,0,1,0,0,0,0,0
5.66 sec,0,1,0,0,0,0,0
5.668 sec,0,1,0,0,0,0,0
5.677 sec,0,1,0,0,0,0,0
5.685 sec,0,1,0,0,0,0,0
5.693 sec,0,1,0,0,0,0,0
5.702 sec,0,1,0,0,0,0,0
5.71 sec,0,1,0,0,0,0,0
5.718 sec,0,1,0,0,0,0,0
5.727 sec,0,1,0,0,0,0,0
5.735 sec,0,1,0,0,0,0,0
5.743 sec,0,1,0,0,0,0,0
5.752 sec,0,1,0,0,0,0,0
5.76 sec,0,1,0,0,0,0,0
5.768 sec,0,1,0,0,0,0,0
5.777 sec,0,1,0,0,0,0,0
5.785 sec,0,1,0,0,0,0,0
5.793 sec,0,1,0,0,0,0,0
5.802 sec,0,1,0,0,0,0,0
5.81 sec,0,1,0,0,0,0,0
5.818 sec,0,1,0,0,0,0,0
5.827 sec,0,1,0,0,0,0,0
5.835 sec,0,1,0,0,0,0,0
5.843 sec,0,1,0,0,0,0,0
5.852 sec,0,1,0,0,0,0,0
5.86 sec,0,1,0,0,0,0,0
5.869 sec,0,1,0,0,0,0,0
5.877 sec,0,1,0,0,0,0,0
5.885 sec,0,1,0,0,0,0,0
5.894 sec,0,1,0,0,0,0,0
5.902 sec,0,1,0,0,0,0,0
5.91 sec,0,1,0,0,0,0,0
5.919 sec,0,1,0,0,0,0,0
5.927 sec,0,1,0,0,0,0,0
5.935 sec,0,1,0,0,0,0,0
5.944 sec,0,1,0,0,0,0,0
5.952 sec,0,1,0,0,0,0,0
5.96 sec,0,1,0,0,0,0,0
5.969 sec,0,1,0,0,0,0,0
5.977 sec,0,1,0,0,0,0,0
5.985 sec,0,1,0,0,0,0,0
5.994 sec,0,1,0,0,0,0,0
6.002 sec,0,1,0,0,0,0,0
6.01 sec,0,1,0,0,0,0,0
6.019 sec,0,1,0,0,0,0,0
6.027 sec,0,1,0,0,0,0,0
6.035 sec,0,1,0,0,0,0,0
6.044 sec,0,1,0,0,0,0,0
6.052 sec,0,1,0,0,0,0,0
6.06 sec,0,1,0,0,0,0,0
6.069 sec,0,1,0,0,0,0,0
6.077 sec,0,1,0,0,0,0,0
6.085 sec,0,1,0,0,0,0,0
6.094 sec,0,1,0,0,0,0,0
6.102 sec,0,1,0,0,0,0,0
6.11 sec,0,1,0,0,0,0,0
6.119 sec,0,1,0,0,0,0,0
6.127 sec,0,1,0,0,0,0,0
6.135 sec,0,1,0,0,0,0,0
6.144 sec,0,1,0,0,0,0,0
6.152 sec,0,1,0,0,0,0,0
6.16 sec,0,1,0,0,0,0,0
6.169 sec,0,1,0,0,0,0,0
6.177 sec,0,1,0,0,0,0,0
6.185 sec,0,1,0,0,0,0,0
6.194 sec,0,1,0,0,0,0,0
6.202 sec,0,1,0,0,0,0,0
6.211 sec,0,1,0,0,0,0,0
6.219 sec,0,1,0,0,0,0,0
6.227 sec,0,1,0,0,0,0,0
6.236 sec,0,1,0,0,0,0,0
6.244 sec,0,1,0,0,0,0,0
6.252 sec,0,1,0,0,0,0,0
6.261 sec,0,1,0,0,0,0,0
6.269 sec,0,1,0,0,0,0,0
6.277 sec,0,1,0,0,0,0,0
6.286 sec,0,1,0,0,0,0,0
6.294 sec,0,1,0,0,0,0,0
6.302 sec,0,1,0,0,0,0,0
6.311 sec,0,1,0,0,0,0,0
6.319 sec,0,1,0,0,0,0,0
6.327 sec,0,1,0,0,0,0,0
6.336 sec,0,1,0,0,0,0,0
6.344 sec,0,1,0,0,0,0,0
6.352 sec,0,1,0,0,0,0,0
6.361 sec,0,1,0,0,0,0,0
6.369 sec,0,1,0,0,0,0,0
6.377 sec,0,1,0,0,0,0,0
6.386 sec,0,1,0,0,0,0,0
6.394 sec,0,1,0,0,0,0,0
6.402 sec,0,1,0,0,0,0,0
6.411 sec,0,1,0,0,0,0,0
6.419 sec,0,1,0,0,0,0,0
6.427 sec,0,1,0,0,0,0,0
6.436 sec,0,1,0,0,0,0,0
6.444 sec,0,1,0,0,0,0,0
6.452 sec,0,1,0,0,0,0,0
6.461 sec,0,1,0,0,0,0,0
6.469 sec,0,1,0,0,0,0,0
6.477 sec,0,1,0,0,0,0,0
6.486 sec,0,1,0,0,0,0,0
6.494 sec,0,1,0,0,0,0,0
6.502 sec,0,1,0,0,0,0,0
6.511 sec,0,1,0,0,0,0,0
6.519 sec,0,1,0,0,0,0,0
6.528 sec,0,1,0,0,0,0,0
6.536 sec,0,1,0,0,0,0,0
6.544 sec,0,1,0,0,0,0,0
6.553 sec,0,1,0,0,0,0,0
6.561 sec,0,1,0,0,0,0,0
6.569 sec,0,1,0,0,0,0,0
6.578 sec,0,1,0,0,0,0,0
6.586 sec,0,1,0,0,0,0,0
6.594 sec,0,1,0,0,0,0,0
6.603 sec,0,1,0,0,0,0,0
6.611 sec,0,1,0,0,0,0,0
6.619 sec,0,1,0,0,0,0,0
6.628 sec,0,1,0,0,0,0,0
6.636 sec,0,1,0,0,0,0,0
6.644 sec,0,1,0,0,0,0,0
6.653 sec,0,1,0,0,0,0,0
6.661 sec,0,1,0,0,0,0,0
6.669 sec,0,1,0,0,0,0,0
6.678 sec,0,1,0,0,0,0,0
6.686 sec,0,1,0,0,0,0,0
6.694 sec,0,1,0,0,0,0,0
6.703 sec,0,1,0,0,0,0,0
6.711 sec,0,1,0,0,0,0,0
6.719 sec,0,1,0,0,0,0,0
6.728 sec,0,1,0,0,0,0,0
6.736 sec,0,1,0,0,0,0,0
6.744 sec,0,1,0,0,0,0,0
6.753 sec,0,1,0,0,0,0,0
6.761 sec,0,1,0,0,0,0,0
6.769 sec,0,1,0,0,0,0,0
6.778 sec,0,1,0,0,0,0,0
6.786 sec,0,1,0,0,0,0,0
6.794 sec,0,1,0,0,0,0,0
6.803 sec,0,1,0,0,0,0,0
6.811 sec,0,1,0,0,0,0,0
6.819 sec,0,1,0,0,0,0,0
6.828 sec,0,1,0,0,0,0,0
6.836 sec,0,1,0,0,0,0,0
6.844 sec,0,1,0,0,0,0,0
6.853 sec,0,1,0,0,0,0,0
6.861 sec,0,1,0,0,0,0,0
6.87 sec,0,1,0,0,0,0,0
6.878 sec,0,1,0,0,0,0,0
6.886 sec,0,1,0,0,0,0,0
6.895 sec,0,1,0,0,0,0,0
6.903 sec,0,1,0,0,0,0,0
6.911 sec,0,1,0,0,0,0,0
6.92 sec,0,1,0,0,0,0,0
6.928 sec,0,1,0,0,0,0,0
6.936 sec,0,1,0,0,0,0,0
6.945 sec,0,1,0,0,0,0,0
6.953 sec,0,1,0,0,0,0,0
6.961 sec,0,1,0,0,0,0,0
6.97 sec,0,1,0,0,0,0,0
6.978 sec,0,1,0,0,0,0,0
6.986 sec,0,1,0,0,0,0,0
6.995 sec,0,1,0,0,0,0,0
7.003 sec,0,1,0,0,0,0,0
7.011 sec,0,1,0,0,0,0,0
7.02 sec,0,1,0,0,0,0,0
7.028 sec,0,1,0,0,0,0,0
7.036 sec,0,1,0,0,0,0,0
7.045 sec,0,1,0,0,0,0,0
7.053 sec,0,1,0,0,0,0,0
7.061 sec,0,1,0,0,0,0,0
7.07 sec,0,1,0,0,0,0,0
7.078 sec,0,1,0,0,0,0,0
7.086 sec,0,1,0,0,0,0,0
7.095 sec,0,1,0,0,0,0,0
7.103 sec,0,1,0,0,0,0,0
7.111 sec,0,1,0,0,0,0,0
7.12 sec,0,1,0,0,0,0,0
7.128 sec,0,1,0,0,0,0,0
7.136 sec,0,1,0,0,0,0,0
7.145 sec,0,1,0,0,0,0,0
7.153 sec,0,1,0,0,0,0,0
7.161 sec,0,1,0,0,0,0,0
7.17 sec,0,1,0,0,0,0,0
7.178 sec,0,1,0,0,0,0,0
7.186 sec,0,1,0,0,0,0,0
7.195 sec,0,1,0,0,0,0,0
7.203 sec,0,1,0,0,0,0,0
7.212 sec,0,1,0,0,0,0,0
7.22 sec,0,1,0,0,0,0,0
7.228 sec,0,1,0,0,0,0,0
7.237 sec,0,1,0,0,0,0,0
7.245 sec,0,1,0,0,0,0,0
7.253 sec,0,1,0,0,0,0,0
7.262 sec,0,1,0,0,0,0,0
7.27 sec,0,1,0,0,0,0,0
7.278 sec,0,1,0,0,0,0,0
7.287 sec,0,1,0,0,0,0,0
7.295 sec,0,1,0,0,0,0,0
7.303 sec,0,1,0,0,0,0,0
7.312 sec,0,1,0,0,0,0,0
7.32 sec,0,1,0,0,0,0,0
7.328 sec,0,1,0,0,0,0,0
7.337 sec,0,1,0,0,0,0,0
7.345 sec,0,1,0,0,0,0,0
7.353 sec,0,1,0,0,0,0,0
7.362 sec,0,1,0,0,0,0,0
7.37 sec,0,1,0,0,0,0,0
7.378 sec,0,1,0,0,0,0,0
7.387 sec,0,1,0,0,0,0,0
7.395 sec,0,1,0,0,0,0,0
7.403 sec,0,1,0,0,0,0,0
7.412 sec,0,1,0,0,0,0,0
7.42 sec,0,1,0,0,0,0,0
7.428 sec,0,1,0,0,0,0,0
7.437 sec,0,1,0,0,0,0,0
7.445 sec,0,1,0,0,0,0,0
7.453 sec,0,1,0,0,0,0,0
7.462 sec,0,1,0,0,0,0,0
7.47 sec,0,1,0,0,0,0,0
7.478 sec,0,1,0,0,0,0,0
7.487 sec,0,1,0,0,0,0,0
7.495 sec,0,1,0,0,0,0,0
7.503 sec,0,1,0,0,0,0,0
7.512 sec,0,1,0,0,0,0,0
7.52 sec,0,1,0,0,0,0,0
7.529 sec,0,1,0,0,0,0,0
7.537 sec,0,1,0,0,0,0,0
7.545 sec,0,1,0,0,0,0,0
7.554 sec,0,1,0,0,0,0,0
7.562 sec,0,1,0,0,0,0,0
7.57 sec,0,1,0,0,0,0,0
7.579 sec,0,1,0,0,0,0,0
7.587 sec,0,1,0,0,0,0,0
7.595 sec,0,1,0,0,0,0,0
7.604 sec,0,1,0,0,0,0,0
7.612 sec,0,1,0,0,0,0,0
7.62 sec,0,1,0,0,0,0,0
7.629 sec,0,1,0,0,0,0,0
7.637 sec,0,1,0,0,0,0,0
7.645 sec,0,1,0,0,0,0,0
7.654 sec,0,1,0,0,0,0,0
7.662 sec,0,1,0,0,0,0,0
7.67 sec,0,1,0,0,0,0,0
7.679 sec,0,1,0,0,0,0,0
7.687 sec,0,1,0,0,0,0,0
7.695 sec,0,1,0,0,0,0,0
7.704 sec,0,1,0,0,0,0,0
7.712 sec,0,1,0,0,0,0,0
7.72 sec,0,1,0,0,0,0,0
7.729 sec,0,1,0,0,0,0,0
7.737 sec,0,1,0,0,0,0,0
7.745 sec,0,1,0,0,0,0,0
7.754 sec,0,1,0,0,0,0,0
7.762 sec,0,1,0,0,0,0,0
7.77 sec,0,1,0,0,0,0,0
7.779 sec,0,1,0,0,0,0,0
7.787 sec,0,1,0,0,0,0,0
7.795 sec,0,1,0,0,0,0,0
7.804 sec,0,1,0,0,0,0,0
7.812 sec,0,1,0,0,0,0,0
7.82 sec,0,1,0,0,0,0,0
7.829 sec,0,1,0,0,0,0,0
7.837 sec,0,1,0,0,0,0,0
7.845 sec,0,1,0,0,0,0,0
7.854 sec,0,1,0,0,0,0,0
7.862 sec,0,1,0,0,0,0,0
7.871 sec,0,1,0,0,0,0,0
7.879 sec,0,1,0,0,0,0,0
7.887 sec,0,1,0,0,0,0,0
7.896 sec,0,1,0,0,0,0,0
7.904 sec,0,1,0,0,0,0,0
7.912 sec,0,1,0,0,0,0,0
7.921 sec,0,1,0,0,0,0,0
7.929 sec,0,1,0,0,0,0,0
7.937 sec,0,1,0,0,0,0,0
7.946 sec,0,1,0,0,0,0,0
7.954 sec,0,1,0,0,0,0,0
7.962 sec,0,1,0,0,0,0,0
7.971 sec,0,1,0,0,0,0,0
7.979 sec,0,1,0,0,0,0,0
7.987 sec,0,1,0,0,0,0,0
7.996 sec,0,1,0,0,0,0,0
8.004 sec,0,1,0,0,0,0,0
8.012 sec,0,1,0,0,0,0,0
8.021 sec,0,1,0,0,0,0,0
8.029 sec,0,1,0,0,0,0,0
8.037 sec,0,1,0,0,0,0,0
8.046 sec,0,1,0,0,0,0,0
8.054 sec,0,1,0,0,0,0,0
8.062 sec,0,1,0,0,0,0,0
8.071 sec,0,1,0,0,0,0,0
8.079 sec,0,1,0,0,0,0,0
8.087 sec,0,1,0,0,0,0,0
8.096 sec,0,1,0,0,0,0,0
8.104 sec,0,1,0,0,0,0,0
8.112 sec,0,1,0,0,0,0,0
8.121 sec,0,1,0,0,0,0,0
8.129 sec,0,1,0,0,0,0,0
8.137 sec,0,1,0,0,0,0,0
8.146 sec,0,1,0,0,0,0,0
8.154 sec,0,1,0,0,0,0,0
8.162 sec,0,1,0,0,0,0,0
8.171 sec,0,1,0,0,0,0,0
8.179 sec,0,1,0,0,0,0,0
8.187 sec,0,1,0,0,0,0,0
8.196 sec,0,1,0,0,0,0,0
8.204 sec,0,1,0,0,0,0,0
8.213 sec,0,1,0,0,0,0,0
8.221 sec,0,1,0,0,0,0,0
8.229 sec,0,1,0,0,0,0,0
8.238 sec,0,1,0,0,0,0,0
8.246 sec,0,1,0,0,0,0,0
8.254 sec,0,1,0,0,0,0,0
8.263 sec,0,1,0,0,0,0,0
8.271 sec,0,1,0,0,0,0,0
8.279 sec,0,1,0,0,0,0,0
8.288 sec,0,1,0,0,0,0,0
8.296 sec,0,1,0,0,0,0,0
8.304 sec,0,1,0,0,0,0,0
8.313 sec,0,1,0,0,0,0,0
8.321 sec,0,1,0,0,0,0,0
8.329 sec,0,1,0,0,0,0,0
8.338 sec,0,1,0,0,0,0,0
8.346 sec,0,1,0,0,0,0,0
8.354 sec,0,1,0,0,0,0,0
8.363 sec,0,1,0,0,0,0,0
8.371 sec,0,1,0,0,0,0,0
8.379 sec,0,1,0,0,0,0,0
8.388 sec,0,1,0,0,0,0,0
8.396 sec,0,1,0,0,0,0,0
8.404 sec,0,1,0,0,0,0,0
8.413 sec,0,1,0,0,0,0,0
8.421 sec,0,1,0,0,0,0,0
8.429 sec,0,1,0,0,0,0,0
8.438 sec,0,1,0,0,0,0,0
8.446 sec,0,1,0,0,0,0,0
8.454 sec,0,1,0,0,0,0,0
8.463 sec,0,1,0,0,0,0,0
8.471 sec,0,1,0,0,0,0,0
8.479 sec,0,1,0,0,0,0,0
8.488 sec,0,1,0,0,0,0,0
8.496 sec,0,1,0,0,0,0,0
8.504 sec,0,1,0,0,0,0,0
8.513 sec,0,1,0,0,0,0,0
8.521 sec,0,1,0,0,0,0,0
8.53 sec,0,1,0,0,0,0,0
8.538 sec,0,1,0,0,0,0,0
8.546 sec,0,1,0,0,0,0,0
8.555 sec,0,1,0,0,0,0,0
8.563 sec,0,1,0,0,0,0,0
8.571 sec,0,1,0,0,0,0,0
8.58 sec,0,1,0,0,0,0,0
8.588 sec,0,1,0,0,0,0,0
8.596 sec,0,1,0,0,0,0,0
8.605 sec,0,1,0,0,0,0,0
8.613 sec,0,1,0,0,0,0,0
8.621 sec,0,1,0,0,0,0,0
8.63 sec,0,1,0,0,0,0,0
8.638 sec,0,1,0,0,0,0,0
8.646 sec,0,1,0,0,0,0,0
8.655 sec,0,1,0,0,0,0,0
8.663 sec,0,1,0,0,0,0,0
8.671 sec,0,1,0,0,0,0,0
8.68 sec,0,1,0,0,0,0,0
8.688 sec,0,1,0,0,0,0,0
8.696 sec,0,1,0,0,0,0,0
8.705 sec,0,1,0,0,0,0,0
8.713 sec,0,1,0,0,0,0,0
8.721 sec,0,1,0,0,0,0,0
8.73 sec,0,1,0,0,0,0,0
8.738 sec,0,1,0,0,0,0,0
8.746 sec,0,1,0,0,0,0,0
8.755 sec,0,1,0,0,0,0,0
8.763 sec,0,1,0,0,0,0,0
8.771 sec,0,1,0,0,0,0,0
8.78 sec,0,1,0,0,0,0,0
8.788 sec,0,1,0,0,0,0,0
8.796 sec,0,1,0,0,0,0,0
8.805 sec,0,1,0,0,0,0,0
8.813 sec,0,1,0,0,0,0,0
8.821 sec,0,1,0,0,0,0,0
8.83 sec,0,1,0,0,0,0,0
8.838 sec,0,1,0,0,0,0,0
8.846 sec,0,1,0,0,0,0,0
8.855 sec,0,1,0,0,0,0,0
8.863 sec,0,1,0,0,0,0,0
8.872 sec,0,1,0,0,0,0,0
8.88 sec,0,1,0,0,0,0,0
8.888 sec,0,1,0,0,0,0,0
8.897 sec,0,1,0,0,0,0,0
8.905 sec,0,1,0,0,0,0,0
8.913 sec,0,1,0,0,0,0,0
8.922 sec,0,1,0,0,0,0,0
8.93 sec,0,1,0,0,0,0,0
8.938 sec,0,1,0,0,0,0,0
8.947 sec,0,1,0,0,0,0,0
8.955 sec,0,1,0,0,0,0,0
8.963 sec,0,1,0,0,0,0,0
8.972 sec,0,1,0,0,0,0,0
8.98 sec,0,1,0,0,0,0,0
8.988 sec,0,1,0,0,0,0,0
8.997 sec,0,1,0,0,0,0,0
9.005 sec,0,1,0,0,0,0,0
9.013 sec,0,1,0,0,0,0,0
9.022 sec,0,1,0,0,0,0,0
9.03 sec,0,1,0,0,0,0,0
9.038 sec,0,1,0,0,0,0,0
9.047 sec,0,1,0,0,0,0,0
9.055 sec,0,1,0,0,0,0,0
9.063 sec,0,1,0,0,0,0,0
9.072 sec,0,1,0,0,0,0,0
9.08 sec,0,1,0,0,0,0,0
9.088 sec,0,1,0,0,0,0,0
9.097 sec,0,1,0,0,0,0,0
9.105 sec,0,1,0,0,0,0,0
9.113 sec,0,1,0,0,0,0,0
9.122 sec,0,1,0,0,0,0,0
9.13 sec,0,1,0,0,0,0,0
9.138 sec,0,1,0,0,0,0,0
9.147 sec,0,1,0,0,0,0,0
9.155 sec,0,1,0,0,0,0,0
9.163 sec,0,1,0,0,0,0,0
9.172 sec,0,1,0,0,0,0,0
9.18 sec,0,1,0,0,0,0,0
9.188 sec,0,1,0,0,0,0,0
9.197 sec,0,1,0,0,0,0,0
9.205 sec,0,1,0,0,0,0,0
9.214 sec,0,1,0,0,0,0,0
9.222 sec,0,1,0,0,0,0,0
9.23 sec,0,1,0,0,0,0,0
9.239 sec,0,1,0,0,0,0,0
9.247 sec,0,1,0,0,0,0,0
9.255 sec,0,1,0,0,0,0,0
9.264 sec,0,1,0,0,0,0,0
9.272 sec,0,1,0,0,0,0,0
9.28 sec,0,1,0,0,0,0,0
9.289 sec,0,1,0,0,0,0,0
9.297 sec,0,1,0,0,0,0,0
9.305 sec,0,1,0,0,0,0,0
9.314 sec,0,1,0,0,0,0,0
9.322 sec,0,1,0,0,0,0,0
9.33 sec,0,1,0,0,0,0,0
9.339 sec,0,1,0,0,0,0,0
9.347 sec,0,1,0,0,0,0,0
9.355 sec,0,1,0,0,0,0,0
9.364 sec,0,1,0,0,0,0,0
9.372 sec,0,1,0,0,0,0,0
9.38 sec,0,1,0,0,0,0,0
9.389 sec,0,1,0,0,0,0,0
9.397 sec,0,1,0,0,0,0,0
9.405 sec,0,1,0,0,0,0,0
9.414 sec,0,1,0,0,0,0,0
9.422 sec,0,1,0,0,0,0,0
9.43 sec,0,1,0,0,0,0,0
9.439 sec,0,1,0,0,0,0,0
9.447 sec,0,1,0,0,0,0,0
9.455 sec,0,1,0,0,0,0,0
9.464 sec,0,1,0,0,0,0,0
9.472 sec,0,1,0,0,0,0,0
9.48 sec,0,1,0,0,0,0,0
9.489 sec,0,1,0,0,0,0,0
9.497 sec,0,1,0,0,0,0,0
9.505 sec,0,1,0,0,0,0,0
9.514 sec,0,1,0,0,0,0,0
9.522 sec,0,1,0,0,0,0,0
9.531 sec,0,1,0,0,0,0,0
9.539 sec,0,1,0,0,0,0,0
9.547 sec,0,1,0,0,0,0,0
9.556 sec,0,1,0,0,0,0,0
9.564 sec,0,1,0,0,0,0,0
9.572 sec,0,1,0,0,0,0,0
9.581 sec,0,1,0,0,0,0,0
9.589 sec,0,1,0,0,0,0,0
9.597 sec,0,1,0,0,0,0,0
9.606 sec,0,1,0,0,0,0,0
9.614 sec,0,1,0,0,0,0,0
9.622 sec,0,1,0,0,0,0,0
9.631 sec,0,1,0,0,0,0,0
9.639 sec,0,1,0,0,0,0,0
9.647 sec,0,1,0,0,0,0,0
9.656 sec,0,1,0,0,0,0,0
9.664 sec,0,1,0,0,0,0,0
9.672 sec,0,1,0,0,0,0,0
9.681 sec,0,1,0,0,0,0,0
9.689 sec,0,1,0,0,0,0,0
9.697 sec,0,1,0,0,0,0,0
9.706 sec,0,1,0,0,0,0,0
9.714 sec,0,1,0,0,0,0,0
9.722 sec,0,1,0,0,0,0,0
9.731 sec,0,1,0,0,0,0,0
9.739 sec,0,1,0,0,0,0,0
9.747 sec,0,1,0,0,0,0,0
9.756 sec,0,1,0,0,0,0,0
9.764 sec,0,1,0,0,0,0,0
9.772 sec,0,1,0,0,0,0,0
9.781 sec,0,1,0,0,0,0,0
9.789 sec,0,1,0,0,0,0,0
9.797 sec,0,1,0,0,0,0,0
9.806 sec,0,1,0,0,0,0,0
9.814 sec,0,1,0,0,0,0,0
9.822 sec,0,1,0,0,0,0,0
9.831 sec,0,1,0,0,0,0,0
9.839 sec,0,1,0,0,0,0,0
9.847 sec,0,1,0,0,0,0,0
9.856 sec,0,1,0,0,0,0,0
9.864 sec,0,1,0,0,0,0,0
9.873 sec,0,1,0,0,0,0,0
9.881 sec,0,1,0,0,0,0,0
9.889 sec,0,1,0,0,0,0,0
9.898 sec,0,1,0,0,0,0,0
9.906 sec,0,1,0,0,0,0,0
9.914 sec,0,1,0,0,0,0,0
9.923 sec,0,1,0,0,0,0,0
9.931 sec,0,1,0,0,0,0,0
9.939 sec,0,1,0,0,0,0,0
9.948 sec,0,1,0,0,0,0,0
9.956 sec,0,1,0,0,0,0,0
9.964 sec,0,1,0,0,0,0,0
9.973 sec,0,1,0,0,0,0,0
9.981 sec,0,1,0,0,0,0,0
9.989 sec,0,1,0,0,0,0,0
9.998 sec,0,1,0,0,0,0,0
10.006 sec,0,1,0,0,0,0,0
10.014 sec,0,1,0,0,0,0,0
10.023 sec,0,1,0,0,0,0,0
10.031 sec,0,1,0,0,0,0,0
10.039 sec,0,1,0,0,0,0,0
10.048 sec,0,1,0,0,0,0,0
10.056 sec,0,1,0,0,0,0,0
10.064 sec,0,1,0,0,0,0,0
10.073 sec,0,1,0,0,0,0,0
10.081 sec,0,1,0,0,0,0,0
10.089 sec,0,1,0,0,0,0,0
10.098 sec,0,1,0,0,0,0,0
10.106 sec,0,1,0,0,0,0,0
10.114 sec,0,1,0,0,0,0,0
10.123 sec,0,1,0,0,0,0,0
10.131 sec,0,1,0,0,0,0,0
10.139 sec,0,1,0,0,0,0,0
10.148 sec,0,1,0,0,0,0,0
10.156 sec,0,1,0,0,0,0,0
10.164 sec,0,1,0,0,0,0,0
10.173 sec,0,1,0,0,0,0,0
10.181 sec,0,1,0,0,0,0,0
10.189 sec,0,1,0,0,0,0,0
10.198 sec,0,1,0,0,0,0,0
10.206 sec,0,1,0,0,0,0,0
10.215 sec,0,1,0,0,0,0,0
10.223 sec,0,1,0,0,0,0,0
10.231 sec,0,1,0,0,0,0,0
10.24 sec,0,1,0,0,0,0,0
10.248 sec,0,1,0,0,0,0,0
10.256 sec,0,1,0,0,0,0,0
10.265 sec,0,1,0,0,0,0,0
10.273 sec,0,1,0,0,0,0,0
10.281 sec,0,1,0,0,0,0,0
10.29 sec,0,1,0,0,0,0,0
10.298 sec,0,1,0,0,0,0,0
10.306 sec,0,1,0,0,0,0,0
10.315 sec,0,1,0,0,0,0,0
10.323 sec,0,1,0,0,0,0,0
10.331 sec,0,1,0,0,0,0,0
10.34 sec,0,1,0,0,0,0,0
10.348 sec,0,1,0,0,0,0,0
10.356 sec,0,1,0,0,0,0,0
10.365 sec,0,1,0,0,0,0,0
10.373 sec,0,1,0,0,0,0,0
10.381 sec,0,1,0,0,0,0,0
10.39 sec,0,1,0,0,0,0,0
10.398 sec,0,1,0,0,0,0,0
10.406 sec,0,1,0,0,0,0,0
10.415 sec,0,1,0,0,0,0,0
10.423 sec,0,1,0,0,0,0,0
10.431 sec,0,1,0,0,0,0,0
10.44 sec,0,1,0,0,0,0,0
10.448 sec,0,1,0,0,0,0,0
10.456 sec,0,1,0,0,0,0,0
10.465 sec,0,1,0,0,0,0,0
10.473 sec,0,1,0,0,0,0,0
10.481 sec,0,1,0,0,0,0,0
10.49 sec,0,1,0,0,0,0,0
10.498 sec,0,1,0,0,0,0,0
10.506 sec,0,1,0,0,0,0,0
10.515 sec,0,1,0,0,0,0,0
10.523 sec,0,1,0,0,0,0,0
10.532 sec,0,1,0,0,0,0,0
10.54 sec,0,1,0,0,0,0,0
10.548 sec,0,1,0,0,0,0,0
10.557 sec,0,1,0,0,0,0,0
10.565 sec,0,1,0,0,0,0,0
10.573 sec,0,1,0,0,0,0,0
10.582 sec,0,1,0,0,0,0,0
10.59 sec,0,1,0,0,0,0,0
10.598 sec,0,1,0,0,0,0,0
10.607 sec,0,1,0,0,0,0,0
10.615 sec,0,1,0,0,0,0,0
10.623 sec,0,1,0,0,0,0,0
10.632 sec,0,1,0,0,0,0,0
10.64 sec,0,1,0,0,0,0,0
10.648 sec,0,1,0,0,0,0,0
10.657 sec,0,1,0,0,0,0,0
10.665 sec,0,1,0,0,0,0,0
10.673 sec,0,1,0,0,0,0,0
10.682 sec,0,1,0,0,0,0,0
10.69 sec,0,1,0,0,0,0,0
10.698 sec,0,1,0,0,0,0,0
10.707 sec,0,1,0,0,0,0,0
10.715 sec,0,1,0,0,0,0,0
10.723 sec,0,1,0,0,0,0,0
10.732 sec,0,1,0,0,0,0,0
