Time,still,wave,nearDrops,smallDrops,drops,useless,foam
5.539 sec,0,0,0,0,0,0,1
5.547 sec,0,0,0,0,0,0,1
5.556 sec,0,0,0,0,0,0,1
5.564 sec,0,0,0,0,0,0,1
5.572 sec,0,0,0,0,0,0,1
5.581 sec,0,0,0,0,0,0,1
5.589 sec,0,0,0,0,0,0,1
5.597 sec,0,0,0,0,0,0,1
5.606 sec,0,0,0,0,0,0,1
5.614 sec,0,0,0,0,0,0,1
5.622 sec,0,0,0,0,0,0,1
5.631 sec,0,0,0,0,0,0,1
5.639 sec,0,0,0,0,0,0,1
5.647 sec,0,0,0,0,0,0,1
5.656 sec,0,0,0,0,0,0,1
5.664 sec,0,0,0,0,0,0,1
5.672 sec,0,0,0,0,0,0,1
5.681 sec,0,0,0,0,0,0,1
5.689 sec,0,0,0,0,0,0,1
5.697 sec,0,0,0,0,0,0,1
5.706 sec,0,0,0,0,0,0,1
5.714 sec,0,0,0,0,0,0,1
5.722 sec,0,0,0,0,0,0,1
5.731 sec,0,0,0,0,0,0,1
5.739 sec,0,0,0,0,0,0,1
5.747 sec,0,0,0,0,0,0,1
5.756 sec,0,0,0,0,0,0,1
5.764 sec,0,0,0,0,0,0,1
5.772 sec,0,0,0,0,0,0,1
5.781 sec,0,0,0,0,0,0,1
5.789 sec,0,0,0,0,0,0,1
5.797 sec,0,0,0,0,0,0,1
5.806 sec,0,0,0,0,0,0,1
5.814 sec,0,0,0,0,0,0,1
5.822 sec,0,0,0,0,0,0,1
5.831 sec,0,0,0,0,0,0,1
5.839 sec,0,0,0,0,0,0,1
5.848 sec,0,0,0,0,0,0,1
5.856 sec,0,0,0,0,0,0,1
5.864 sec,0,0,0,0,0,0,1
5.873 sec,0,0,0,0,0,0,1
5.881 sec,0,0,0,0,0,0,1
5.889 sec,0,0,0,0,0,0,1
5.898 sec,0,0,0,0,0,0,1
5.906 sec,0,0,0,0,0,0,1
5.914 sec,0,0,0,0,0,0,1
5.923 sec,0,0,0,0,0,0,1
5.931 sec,0,0,0,0,0,0,1
5.939 sec,0,0,0,0,0,0,1
5.948 sec,0,0,0,0,0,0,1
5.956 sec,0,0,0,0,0,0,1
5.964 sec,0,0,0,0,0,0,1
5.973 sec,0,0,0,0,0,0,1
5.981 sec,0,0,0,0,0,0,1
5.989 sec,0,0,0,0,0,0,1
5.998 sec,0,0,0,0,0,0,1
6.006 sec,0,0,0,0,0,0,1
6.014 sec,0,0,0,0,0,0,1
6.023 sec,0,0,0,0,0,0,1
6.031 sec,0,0,0,0,0,0,1
6.039 sec,0,0,0,0,0,0,1
6.048 sec,0,0,0,0,0,0,1
6.056 sec,0,0,0,0,0,0,1
6.064 sec,0,0,0,0,0,0,1
6.073 sec,0,0,0,0,0,0,1
6.081 sec,0,0,0,0,0,0,1
6.089 sec,0,0,0,0,0,0,1
6.098 sec,0,0,0,0,0,0,1
6.106 sec,0,0,0,0,0,0,1
6.114 sec,0,0,0,0,0,0,1
6.123 sec,0,0,0,0,0,0,1
6.131 sec,0,0,0,0,0,0,1
6.139 sec,0,0,0,0,0,0,1
6.148 sec,0,0,0,0,0,0,1
6.156 sec,0,0,0,0,0,0,1
6.164 sec,0,0,0,0,0,0,1
6.173 sec,0,0,0,0,0,0,1
6.181 sec,0,0,0,0,0,0,1
6.19 sec,0,0,0,0,0,0,1
6.198 sec,0,0,0,0,0,0,1
6.206 sec,0,0,0,0,0,0,1
6.215 sec,0,0,0,0,0,0,1
6.223 sec,0,0,0,0,0,0,1
6.231 sec,0,0,0,0,0,0,1
6.24 sec,0,0,0,0,0,0,1
6.248 sec,0,0,0,0,0,0,1
6.256 sec,0,0,0,0,0,0,1
6.265 sec,0,0,0,0,0,0,1
6.273 sec,0,0,0,0,0,0,1
6.281 sec,0,0,0,0,0,0,1
6.29 sec,0,0,0,0,0,0,1
6.298 sec,0,0,0,0,0,0,1
6.306 sec,0,0,0,0,0,0,1
6.315 sec,0,0,0,0,0,0,1
6.323 sec,0,0,0,0,0,0,1
6.331 sec,0,0,0,0,0,0,1
6.34 sec,0,0,0,0,0,0,1
6.348 sec,0,0,0,0,0,0,1
6.356 sec,0,0,0,0,0,0,1
6.365 sec,0,0,0,0,0,0,1
6.373 sec,0,0,0,0,0,0,1
6.381 sec,0,0,0,0,0,0,1
6.39 sec,0,0,0,0,0,0,1
6.398 sec,0,0,0,0,0,0,1
6.406 sec,0,0,0,0,0,0,1
6.415 sec,0,0,0,0,0,0,1
6.423 sec,0,0,0,0,0,0,1
6.431 sec,0,0,0,0,0,0,1
6.44 sec,0,0,0,0,0,0,1
6.448 sec,0,0,0,0,0,0,1
6.456 sec,0,0,0,0,0,0,1
6.465 sec,0,0,0,0,0,0,1
6.473 sec,0,0,0,0,0,0,1
6.481 sec,0,0,0,0,0,0,1
6.49 sec,0,0,0,0,0,0,1
6.498 sec,0,0,0,0,0,0,1
6.507 sec,0,0,0,0,0,0,1
6.515 sec,0,0,0,0,0,0,1
6.523 sec,0,0,0,0,0,0,1
6.532 sec,0,0,0,0,0,0,1
6.54 sec,0,0,0,0,0,0,1
6.548 sec,0,0,0,0,0,0,1
6.557 sec,0,0,0,0,0,0,1
6.565 sec,0,0,0,0,0,0,1
6.573 sec,0,0,0,0,0,0,1
6.582 sec,0,0,0,0,0,0,1
6.59 sec,0,0,0,0,0,0,1
6.598 sec,0,0,0,0,0,0,1
6.607 sec,0,0,0,0,0,0,1
6.615 sec,0,0,0,0,0,0,1
6.623 sec,0,0,0,0,0,0,1
6.632 sec,0,0,0,0,0,0,1
6.64 sec,0,0,0,0,0,0,1
6.648 sec,0,0,0,0,0,0,1
6.657 sec,0,0,0,0,0,0,1
6.665 sec,0,0,0,0,0,0,1
6.673 sec,0,0,0,0,0,0,1
6.682 sec,0,0,0,0,0,0,1
6.69 sec,0,0,0,0,0,0,1
6.698 sec,0,0,0,0,0,0,1
6.707 sec,0,0,0,0,0,0,1
6.715 sec,0,0,0,0,0,0,1
6.723 sec,0,0,0,0,0,0,1
6.732 sec,0,0,0,0,0,0,1
6.74 sec,0,0,0,0,0,0,1
6.748 sec,0,0,0,0,0,0,1
6.757 sec,0,0,0,0,0,0,1
6.765 sec,0,0,0,0,0,0,1
6.773 sec,0,0,0,0,0,0,1
6.782 sec,0,0,0,0,0,0,1
6.79 sec,0,0,0,0,0,0,1
6.798 sec,0,0,0,0,0,0,1
6.807 sec,0,0,0,0,0,0,1
6.815 sec,0,0,0,0,0,0,1
6.823 sec,0,0,0,0,0,0,1
6.832 sec,0,0,0,0,0,0,1
6.84 sec,0,0,0,0,0,0,1
6.849 sec,0,0,0,0,0,0,1
6.857 sec,0,0,0,0,0,0,1
6.865 sec,0,0,0,0,0,0,1
6.874 sec,0,0,0,0,0,0,1
6.882 sec,0,0,0,0,0,0,1
6.89 sec,0,0,0,0,0,0,1
6.899 sec,0,0,0,0,0,0,1
6.907 sec,0,0,0,0,0,0,1
6.915 sec,0,0,0,0,0,0,1
6.924 sec,0,0,0,0,0,0,1
6.932 sec,0,0,0,0,0,0,1
6.94 sec,0,0,0,0,0,0,1
6.949 sec,0,0,0,0,0,0,1
6.957 sec,0,0,0,0,0,0,1
6.965 sec,0,0,0,0,0,0,1
6.974 sec,0,0,0,0,0,0,1
6.982 sec,0,0,0,0,0,0,1
6.99 sec,0,0,0,0,0,0,1
6.999 sec,0,0,0,0,0,0,1
7.007 sec,0,0,0,0,0,0,1
7.015 sec,0,0,0,0,0,0,1
7.024 sec,0,0,0,0,0,0,1
7.032 sec,0,0,0,0,0,0,1
7.04 sec,0,0,0,0,0,0,1
7.049 sec,0,0,0,0,0,0,1
7.057 sec,0,0,0,0,0,0,1
7.065 sec,0,0,0,0,0,0,1
7.074 sec,0,0,0,0,0,0,1
7.082 sec,0,0,0,0,0,0,1
7.09 sec,0,0,0,0,0,0,1
7.099 sec,0,0,0,0,0,0,1
7.107 sec,0,0,0,0,0,0,1
7.115 sec,0,0,0,0,0,0,1
7.124 sec,0,0,0,0,0,0,1
7.132 sec,0,0,0,0,0,0,1
7.14 sec,0,0,0,0,0,0,1
7.149 sec,0,0,0,0,0,0,1
7.157 sec,0,0,0,0,0,0,1
7.165 sec,0,0,0,0,0,0,1
7.174 sec,0,0,0,0,0,0,1
7.182 sec,0,0,0,0,0,0,1
7.191 sec,0,0,0,0,0,0,1
7.199 sec,0,0,0,0,0,0,1
7.207 sec,0,0,0,0,0,0,1
7.216 sec,0,0,0,0,0,0,1
7.224 sec,0,0,0,0,0,0,1
7.232 sec,0,0,0,0,0,0,1
7.241 sec,0,0,0,0,0,0,1
7.249 sec,0,0,0,0,0,0,1
7.257 sec,0,0,0,0,0,0,1
7.266 sec,0,0,0,0,0,0,1
7.274 sec,0,0,0,0,0,0,1
7.282 sec,0,0,0,0,0,0,1
7.291 sec,0,0,0,0,0,0,1
7.299 sec,0,0,0,0,0,0,1
7.307 sec,0,0,0,0,0,0,1
7.316 sec,0,0,0,0,0,0,1
7.324 sec,0,0,0,0,0,0,1
7.332 sec,0,0,0,0,0,0,1
7.341 sec,0,0,0,0,0,0,1
7.349 sec,0,0,0,0,0,0,1
7.357 sec,0,0,0,0,0,0,1
7.366 sec,0,0,0,0,0,0,1
7.374 sec,0,0,0,0,0,0,1
7.382 sec,0,0,0,0,0,0,1
7.391 sec,0,0,0,0,0,0,1
7.399 sec,0,0,0,0,0,0,1
7.407 sec,0,0,0,0,0,0,1
7.416 sec,0,0,0,0,0,0,1
7.424 sec,0,0,0,0,0,0,1
7.432 sec,0,0,0,0,0,0,1
7.441 sec,0,0,0,0,0,0,1
7.449 sec,0,0,0,0,0,0,1
7.457 sec,0,0,0,0,0,0,1
7.466 sec,0,0,0,0,0,0,1
7.474 sec,0,0,0,0,0,0,1
7.482 sec,0,0,0,0,0,0,1
7.491 sec,0,0,0,0,0,0,1
7.499 sec,0,0,0,0,0,0,1
7.508 sec,0,0,0,0,0,0,1
7.516 sec,0,0,0,0,0,0,1
7.524 sec,0,0,0,0,0,0,1
7.533 sec,0,0,0,0,0,0,1
7.541 sec,0,0,0,0,0,0,1
7.549 sec,0,0,0,0,0,0,1
7.558 sec,0,0,0,0,0,0,1
7.566 sec,0,0,0,0,0,0,1
7.574 sec,0,0,0,0,0,0,1
7.583 sec,0,0,0,0,0,0,1
7.591 sec,0,0,0,0,0,0,1
7.599 sec,0,0,0,0,0,0,1
7.608 sec,0,0,0,0,0,0,1
7.616 sec,0,0,0,0,0,0,1
7.624 sec,0,0,0,0,0,0,1
7.633 sec,0,0,0,0,0,0,1
7.641 sec,0,0,0,0,0,0,1
7.649 sec,0,0,0,0,0,0,1
7.658 sec,0,0,0,0,0,0,1
7.666 sec,0,0,0,0,0,0,1
7.674 sec,0,0,0,0,0,0,1
7.683 sec,0,0,0,0,0,0,1
7.691 sec,0,0,0,0,0,0,1
7.699 sec,0,0,0,0,0,0,1
7.708 sec,0,0,0,0,0,0,1
7.716 sec,0,0,0,0,0,0,1
7.724 sec,0,0,0,0,0,0,1
7.733 sec,0,0,0,0,0,0,1
7.741 sec,0,0,0,0,0,0,1
7.749 sec,0,0,0,0,0,0,1
7.758 sec,0,0,0,0,0,0,1
7.766 sec,0,0,0,0,0,0,1
7.774 sec,0,0,0,0,0,0,1
7.783 sec,0,0,0,0,0,0,1
7.791 sec,0,0,0,0,0,0,1
7.799 sec,0,0,0,0,0,0,1
7.808 sec,0,0,0,0,0,0,1
7.816 sec,0,0,0,0,0,0,1
7.824 sec,0,0,0,0,0,0,1
7.833 sec,0,0,0,0,0,0,1
7.841 sec,0,0,0,0,0,0,1
7.85 sec,0,0,0,0,0,0,1
7.858 sec,0,0,0,0,0,0,1
7.866 sec,0,0,0,0,0,0,1
7.875 sec,0,0,0,0,0,0,1
7.883 sec,0,0,0,0,0,0,1
7.891 sec,0,0,0,0,0,0,1
7.9 sec,0,0,0,0,0,0,1
7.908 sec,0,0,0,0,0,0,1
7.916 sec,0,0,0,0,0,0,1
7.925 sec,0,0,0,0,0,0,1
7.933 sec,0,0,0,0,0,0,1
7.941 sec,0,0,0,0,0,0,1
7.95 sec,0,0,0,0,0,0,1
7.958 sec,0,0,0,0,0,0,1
7.966 sec,0,0,0,0,0,0,1
7.975 sec,0,0,0,0,0,0,1
7.983 sec,0,0,0,0,0,0,1
7.991 sec,0,0,0,0,0,0,1
8 sec,0,0,0,0,0,0,1
8.008 sec,0,0,0,0,0,0,1
8.016 sec,0,0,0,0,0,0,1
8.025 sec,0,0,0,0,0,0,1
8.033 sec,0,0,0,0,0,0,1
8.041 sec,0,0,0,0,0,0,1
8.05 sec,0,0,0,0,0,0,1
8.058 sec,0,0,0,0,0,0,1
8.066 sec,0,0,0,0,0,0,1
8.075 sec,0,0,0,0,0,0,1
8.083 sec,0,0,0,0,0,0,1
8.091 sec,0,0,0,0,0,0,1
8.1 sec,0,0,0,0,0,0,1
8.108 sec,0,0,0,0,0,0,1
8.116 sec,0,0,0,0,0,0,1
8.125 sec,0,0,0,0,0,0,1
8.133 sec,0,0,0,0,0,0,1
8.141 sec,0,0,0,0,0,0,1
8.15 sec,0,0,0,0,0,0,1
8.158 sec,0,0,0,0,0,0,1
8.166 sec,0,0,0,0,0,0,1
8.175 sec,0,0,0,0,0,0,1
8.183 sec,0,0,0,0,0,0,1
8.192 sec,0,0,0,0,0,0,1
8.2 sec,0,0,0,0,0,0,1
8.208 sec,0,0,0,0,0,0,1
8.217 sec,0,0,0,0,0,0,1
8.225 sec,0,0,0,0,0,0,1
8.233 sec,0,0,0,0,0,0,1
8.242 sec,0,0,0,0,0,0,1
8.25 sec,0,0,0,0,0,0,1
8.258 sec,0,0,0,0,0,0,1
8.267 sec,0,0,0,0,0,0,1
8.275 sec,0,0,0,0,0,0,1
8.283 sec,0,0,0,0,0,0,1
8.292 sec,0,0,0,0,0,0,1
8.3 sec,0,0,0,0,0,0,1
8.308 sec,0,0,0,0,0,0,1
8.317 sec,0,0,0,0,0,0,1
8.325 sec,0,0,0,0,0,0,1
8.333 sec,0,0,0,0,0,0,1
8.342 sec,0,0,0,0,0,0,1
8.35 sec,0,0,0,0,0,0,1
8.358 sec,0,0,0,0,0,0,1
8.367 sec,0,0,0,0,0,0,1
8.375 sec,0,0,0,0,0,0,1
8.383 sec,0,0,0,0,0,0,1
8.392 sec,0,0,0,0,0,0,1
8.4 sec,0,0,0,0,0,0,1
8.408 sec,0,0,0,0,0,0,1
8.417 sec,0,0,0,0,0,0,1
8.425 sec,0,0,0,0,0,0,1
8.433 sec,0,0,0,0,0,0,1
8.442 sec,0,0,0,0,0,0,1
8.45 sec,0,0,0,0,0,0,1
8.458 sec,0,0,0,0,0,0,1
8.467 sec,0,0,0,0,0,0,1
8.475 sec,0,0,0,0,0,0,1
8.483 sec,0,0,0,0,0,0,1
8.492 sec,0,0,0,0,0,0,1
8.5 sec,0,0,0,0,0,0,1
8.509 sec,0,0,0,0,0,0,1
8.517 sec,0,0,0,0,0,0,1
8.525 sec,0,0,0,0,0,0,1
8.534 sec,0,0,0,0,0,0,1
8.542 sec,0,0,0,0,0,0,1
8.55 sec,0,0,0,0,0,0,1
8.559 sec,0,0,0,0,0,0,1
8.567 sec,0,0,0,0,0,0,1
8.575 sec,0,0,0,0,0,0,1
8.584 sec,0,0,0,0,0,0,1
8.592 sec,0,0,0,0,0,0,1
8.6 sec,0,0,0,0,0,0,1
8.609 sec,0,0,0,0,0,0,1
8.617 sec,0,0,0,0,0,0,1
8.625 sec,0,0,0,0,0,0,1
8.634 sec,0,0,0,0,0,0,1
8.642 sec,0,0,0,0,0,0,1
8.65 sec,0,0,0,0,0,0,1
8.659 sec,0,0,0,0,0,0,1
8.667 sec,0,0,0,0,0,0,1
8.675 sec,0,0,0,0,0,0,1
8.684 sec,0,0,0,0,0,0,1
8.692 sec,0,0,0,0,0,0,1
8.7 sec,0,0,0,0,0,0,1
8.709 sec,0,0,0,0,0,0,1
8.717 sec,0,0,0,0,0,0,1
8.725 sec,0,0,0,0,0,0,1
8.734 sec,0,0,0,0,0,0,1
8.742 sec,0,0,0,0,0,0,1
8.75 sec,0,0,0,0,0,0,1
8.759 sec,0,0,0,0,0,0,1
8.767 sec,0,0,0,0,0,0,1
8.775 sec,0,0,0,0,0,0,1
8.784 sec,0,0,0,0,0,0,1
8.792 sec,0,0,0,0,0,0,1
8.8 sec,0,0,0,0,0,0,1
8.809 sec,0,0,0,0,0,0,1
8.817 sec,0,0,0,0,0,0,1
8.825 sec,0,0,0,0,0,0,1
8.834 sec,0,0,0,0,0,0,1
8.842 sec,0,0,0,0,0,0,1
8.851 sec,0,0,0,0,0,0,1
8.859 sec,0,0,0,0,0,0,1
8.867 sec,0,0,0,0,0,0,1
8.876 sec,0,0,0,0,0,0,1
8.884 sec,0,0,0,0,0,0,1
8.892 sec,0,0,0,0,0,0,1
8.901 sec,0,0,0,0,0,0,1
8.909 sec,0,0,0,0,0,0,1
8.917 sec,0,0,0,0,0,0,1
8.926 sec,0,0,0,0,0,0,1
8.934 sec,0,0,0,0,0,0,1
8.942 sec,0,0,0,0,0,0,1
8.951 sec,0,0,0,0,0,0,1
8.959 sec,0,0,0,0,0,0,1
8.967 sec,0,0,0,0,0,0,1
8.976 sec,0,0,0,0,0,0,1
8.984 sec,0,0,0,0,0,0,1
8.992 sec,0,0,0,0,0,0,1
9.001 sec,0,0,0,0,0,0,1
9.009 sec,0,0,0,0,0,0,1
9.017 sec,0,0,0,0,0,0,1
9.026 sec,0,0,0,0,0,0,1
9.034 sec,0,0,0,0,0,0,1
9.042 sec,0,0,0,0,0,0,1
9.051 sec,0,0,0,0,0,0,1
9.059 sec,0,0,0,0,0,0,1
9.067 sec,0,0,0,0,0,0,1
9.076 sec,0,0,0,0,0,0,1
9.084 sec,0,0,0,0,0,0,1
9.092 sec,0,0,0,0,0,0,1
9.101 sec,0,0,0,0,0,0,1
9.109 sec,0,0,0,0,0,0,1
9.117 sec,0,0,0,0,0,0,1
9.126 sec,0,0,0,0,0,0,1
9.134 sec,0,0,0,0,0,0,1
9.142 sec,0,0,0,0,0,0,1
9.151 sec,0,0,0,0,0,0,1
9.159 sec,0,0,0,0,0,0,1
9.167 sec,0,0,0,0,0,0,1
9.176 sec,0,0,0,0,0,0,1
9.184 sec,0,0,0,0,0,0,1
9.193 sec,0,0,0,0,0,0,1
9.201 sec,0,0,0,0,0,0,1
9.209 sec,0,0,0,0,0,0,1
9.218 sec,0,0,0,0,0,0,1
9.226 sec,0,0,0,0,0,0,1
9.234 sec,0,0,0,0,0,0,1
9.243 sec,0,0,0,0,0,0,1
9.251 sec,0,0,0,0,0,0,1
9.259 sec,0,0,0,0,0,0,1
9.268 sec,0,0,0,0,0,0,1
9.276 sec,0,0,0,0,0,0,1
9.284 sec,0,0,0,0,0,0,1
9.293 sec,0,0,0,0,0,0,1
9.301 sec,0,0,0,0,0,0,1
9.309 sec,0,0,0,0,0,0,1
9.318 sec,0,0,0,0,0,0,1
9.326 sec,0,0,0,0,0,0,1
9.334 sec,0,0,0,0,0,0,1
9.343 sec,0,0,0,0,0,0,1
9.351 sec,0,0,0,0,0,0,1
9.359 sec,0,0,0,0,0,0,1
9.368 sec,0,0,0,0,0,0,1
9.376 sec,0,0,0,0,0,0,1
9.384 sec,0,0,0,0,0,0,1
9.393 sec,0,0,0,0,0,0,1
9.401 sec,0,0,0,0,0,0,1
9.409 sec,0,0,0,0,0,0,1
9.418 sec,0,0,0,0,0,0,1
9.426 sec,0,0,0,0,0,0,1
9.434 sec,0,0,0,0,0,0,1
9.443 sec,0,0,0,0,0,0,1
9.451 sec,0,0,0,0,0,0,1
9.459 sec,0,0,0,0,0,0,1
9.468 sec,0,0,0,0,0,0,1
9.476 sec,0,0,0,0,0,0,1
9.484 sec,0,0,0,0,0,0,1
9.493 sec,0,0,0,0,0,0,1
9.501 sec,0,0,0,0,0,0,1
9.51 sec,0,0,0,0,0,0,1
9.518 sec,0,0,0,0,0,0,1
9.526 sec,0,0,0,0,0,0,1
9.535 sec,0,0,0,0,0,0,1
9.543 sec,0,0,0,0,0,0,1
9.551 sec,0,0,0,0,0,0,1
9.56 sec,0,0,0,0,0,0,1
9.568 sec,0,0,0,0,0,0,1
9.576 sec,0,0,0,0,0,0,1
9.585 sec,0,0,0,0,0,0,1
9.593 sec,0,0,0,0,0,0,1
9.601 sec,0,0,0,0,0,0,1
9.61 sec,0,0,0,0,0,0,1
9.618 sec,0,0,0,0,0,0,1
9.626 sec,0,0,0,0,0,0,1
9.635 sec,0,0,0,0,0,0,1
9.643 sec,0,0,0,0,0,0,1
9.651 sec,0,0,0,0,0,0,1
9.66 sec,0,0,0,0,0,0,1
9.668 sec,0,0,0,0,0,0,1
9.676 sec,0,0,0,0,0,0,1
9.685 sec,0,0,0,0,0,0,1
9.693 sec,0,0,0,0,0,0,1
9.701 sec,0,0,0,0,0,0,1
9.71 sec,0,0,0,0,0,0,1
9.718 sec,0,0,0,0,0,0,1
9.726 sec,0,0,0,0,0,0,1
9.735 sec,0,0,0,0,0,0,1
9.743 sec,0,0,0,0,0,0,1
9.751 sec,0,0,0,0,0,0,1
9.76 sec,0,0,0,0,0,0,1
9.768 sec,0,0,0,0,0,0,1
9.776 sec,0,0,0,0,0,0,1
9.785 sec,0,0,0,0,0,0,1
9.793 sec,0,0,0,0,0,0,1
9.801 sec,0,0,0,0,0,0,1
9.81 sec,0,0,0,0,0,0,1
9.818 sec,0,0,0,0,0,0,1
9.826 sec,0,0,0,0,0,0,1
9.835 sec,0,0,0,0,0,0,1
9.843 sec,0,0,0,0,0,0,1
9.852 sec,0,0,0,0,0,0,1
9.86 sec,0,0,0,0,0,0,1
9.868 sec,0,0,0,0,0,0,1
9.877 sec,0,0,0,0,0,0,1
9.885 sec,0,0,0,0,0,0,1
9.893 sec,0,0,0,0,0,0,1
9.902 sec,0,0,0,0,0,0,1
9.91 sec,0,0,0,0,0,0,1
9.918 sec,0,0,0,0,0,0,1
9.927 sec,0,0,0,0,0,0,1
9.935 sec,0,0,0,0,0,0,1
9.943 sec,0,0,0,0,0,0,1
9.952 sec,0,0,0,0,0,0,1
9.96 sec,0,0,0,0,0,0,1
9.968 sec,0,0,0,0,0,0,1
9.977 sec,0,0,0,0,0,0,1
9.985 sec,0,0,0,0,0,0,1
9.993 sec,0,0,0,0,0,0,1
10.002 sec,0,0,0,0,0,0,1
10.01 sec,0,0,0,0,0,0,1
10.018 sec,0,0,0,0,0,0,1
10.027 sec,0,0,0,0,0,0,1
10.035 sec,0,0,0,0,0,0,1
10.043 sec,0,0,0,0,0,0,1
10.052 sec,0,0,0,0,0,0,1
10.06 sec,0,0,0,0,0,0,1
10.068 sec,0,0,0,0,0,0,1
10.077 sec,0,0,0,0,0,0,1
10.085 sec,0,0,0,0,0,0,1
10.093 sec,0,0,0,0,0,0,1
10.102 sec,0,0,0,0,0,0,1
10.11 sec,0,0,0,0,0,0,1
10.118 sec,0,0,0,0,0,0,1
10.127 sec,0,0,0,0,0,0,1
10.135 sec,0,0,0,0,0,0,1
10.143 sec,0,0,0,0,0,0,1
10.152 sec,0,0,0,0,0,0,1
10.16 sec,0,0,0,0,0,0,1
10.168 sec,0,0,0,0,0,0,1
10.177 sec,0,0,0,0,0,0,1
10.185 sec,0,0,0,0,0,0,1
10.194 sec,0,0,0,0,0,0,1
10.202 sec,0,0,0,0,0,0,1
10.21 sec,0,0,0,0,0,0,1
10.219 sec,0,0,0,0,0,0,1
10.227 sec,0,0,0,0,0,0,1
10.235 sec,0,0,0,0,0,0,1
10.244 sec,0,0,0,0,0,0,1
10.252 sec,0,0,0,0,0,0,1
10.26 sec,0,0,0,0,0,0,1
10.269 sec,0,0,0,0,0,0,1
10.277 sec,0,0,0,0,0,0,1
10.285 sec,0,0,0,0,0,0,1
10.294 sec,0,0,0,0,0,0,1
10.302 sec,0,0,0,0,0,0,1
10.31 sec,0,0,0,0,0,0,1
10.319 sec,0,0,0,0,0,0,1
10.327 sec,0,0,0,0,0,0,1
10.335 sec,0,0,0,0,0,0,1
10.344 sec,0,0,0,0,0,0,1
10.352 sec,0,0,0,0,0,0,1
10.36 sec,0,0,0,0,0,0,1
10.369 sec,0,0,0,0,0,0,1
10.377 sec,0,0,0,0,0,0,1
10.385 sec,0,0,0,0,0,0,1
10.394 sec,0,0,0,0,0,0,1
10.402 sec,0,0,0,0,0,0,1
10.41 sec,0,0,0,0,0,0,1
10.419 sec,0,0,0,0,0,0,1
10.427 sec,0,0,0,0,0,0,1
10.435 sec,0,0,0,0,0,0,1
10.444 sec,0,0,0,0,0,0,1
10.452 sec,0,0,0,0,0,0,1
10.46 sec,0,0,0,0,0,0,1
10.469 sec,0,0,0,0,0,0,1
10.477 sec,0,0,0,0,0,0,1
10.485 sec,0,0,0,0,0,0,1
10.494 sec,0,0,0,0,0,0,1
10.502 sec,0,0,0,0,0,0,1
10.511 sec,0,0,0,0,0,0,1
10.519 sec,0,0,0,0,0,0,1
10.527 sec,0,0,0,0,0,0,1
10.536 sec,0,0,0,0,0,0,1
10.544 sec,0,0,0,0,0,0,1
10.552 sec,0,0,0,0,0,0,1
10.561 sec,0,0,0,0,0,0,1
10.569 sec,0,0,0,0,0,0,1
10.577 sec,0,0,0,0,0,0,1
10.586 sec,0,0,0,0,0,0,1
10.594 sec,0,0,0,0,0,0,1
10.602 sec,0,0,0,0,0,0,1
10.611 sec,0,0,0,0,0,0,1
10.619 sec,0,0,0,0,0,0,1
10.627 sec,0,0,0,0,0,0,1
10.636 sec,0,0,0,0,0,0,1
10.644 sec,0,0,0,0,0,0,1
10.652 sec,0,0,0,0,0,0,1
10.661 sec,0,0,0,0,0,0,1
10.669 sec,0,0,0,0,0,0,1
10.677 sec,0,0,0,0,0,0,1
10.686 sec,0,0,0,0,0,0,1
10.694 sec,0,0,0,0,0,0,1
10.702 sec,0,0,0,0,0,0,1
10.711 sec,0,0,0,0,0,0,1
10.719 sec,0,0,0,0,0,0,1
10.727 sec,0,0,0,0,0,0,1
10.736 sec,0,0,0,0,0,0,1
10.744 sec,0,0,0,0,0,0,1
10.752 sec,0,0,0,0,0,0,1
10.761 sec,0,0,0,0,0,0,1
10.769 sec,0,0,0,0,0,0,1
10.777 sec,0,0,0,0,0,0,1
10.786 sec,0,0,0,0,0,0,1
10.794 sec,0,0,0,0,0,0,1
10.802 sec,0,0,0,0,0,0,1
10.811 sec,0,0,0,0,0,0,1
10.819 sec,0,0,0,0,0,0,1
10.827 sec,0,0,0,0,0,0,1
10.836 sec,0,0,0,0,0,0,1
10.844 sec,0,0,0,0,0,0,1
10.853 sec,0,0,0,0,0,0,1
10.861 sec,0,0,0,0,0,0,1
10.869 sec,0,0,0,0,0,0,1
10.878 sec,0,0,0,0,0,0,1
10.886 sec,0,0,0,0,0,0,1
10.894 sec,0,0,0,0,0,0,1
10.903 sec,0,0,0,0,0,0,1
10.911 sec,0,0,0,0,0,0,1
10.919 sec,0,0,0,0,0,0,1
10.928 sec,0,0,0,0,0,0,1
10.936 sec,0,0,0,0,0,0,1
10.944 sec,0,0,0,0,0,0,1
10.953 sec,0,0,0,0,0,0,1
10.961 sec,0,0,0,0,0,0,1
10.969 sec,0,0,0,0,0,0,1
10.978 sec,0,0,0,0,0,0,1
10.986 sec,0,0,0,0,0,0,1
10.994 sec,0,0,0,0,0,0,1
11.003 sec,0,0,0,0,0,0,1
11.011 sec,0,0,0,0,0,0,1
11.019 sec,0,0,0,0,0,0,1
11.028 sec,0,0,0,0,0,0,1
11.036 sec,0,0,0,0,0,0,1
11.044 sec,0,0,0,0,0,0,1
11.053 sec,0,0,0,0,0,0,1
11.061 sec,0,0,0,0,0,0,1
11.069 sec,0,0,0,0,0,0,1
11.078 sec,0,0,0,0,0,0,1
